"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,NA,0
2019-12-31,0,0,0,NA,0
2020-01-01,0,0,0,NA,0
2020-01-02,0,0,0,NA,0
2020-01-03,0,0,0,NA,0
2020-01-04,0,0,0,NA,0
2020-01-05,0,0,0,NA,0
2020-01-06,0,0,0,NA,0
2020-01-07,0,0,0,NA,0
2020-01-08,0,0,0,NA,0
2020-01-09,0,0,0,NA,0
2020-01-10,0,0,0,NA,0
2020-01-11,0,0,0,NA,0
2020-01-12,0,0,0,NA,0
2020-01-13,0,0,0,NA,0
2020-01-14,0,0,0,NA,0
2020-01-15,0,0,0,NA,0
2020-01-16,0,0,0,NA,0
2020-01-17,0,0,0,NA,0
2020-01-18,0,0,0,NA,0
2020-01-19,0,0,0,NA,0
2020-01-20,0,0,0,NA,0
2020-01-21,0,0,0,NA,0
2020-01-22,0,0,0,NA,0
2020-01-23,0,0,0,NA,0
2020-01-24,0,0,0,NA,0
2020-01-25,0,0,0,NA,0
2020-01-26,0,0,0,NA,0
2020-01-27,0,0,0,NA,0
2020-01-28,0,0,0,NA,0
2020-01-29,0,0,0,NA,0
2020-01-30,0,0,0,NA,0
2020-01-31,0,0,0,NA,0
2020-02-01,0,0,0,NA,0
2020-02-02,0,0,0,NA,0
2020-02-03,0,0,0,NA,0
2020-02-04,0,0,0,NA,0
2020-02-05,0,0,0,NA,0
2020-02-06,0,0,0,NA,0
2020-02-07,0,0,0,NA,0
2020-02-08,0,0,0,NA,0
2020-02-09,0,0,0,NA,0
2020-02-10,0,0,0,NA,0
2020-02-11,0,0,0,NA,0
2020-02-12,0,0,0,NA,0
2020-02-13,0,0,0,NA,0
2020-02-14,0,0,0,NA,0
2020-02-15,0,0,0,NA,0
2020-02-16,0,0,0,NA,0
2020-02-17,0,0,0,NA,0
2020-02-18,0,0,0,NA,0
2020-02-19,0,0,0,NA,0
2020-02-20,0,0,0,NA,0
2020-02-21,0,0,0,NA,0
2020-02-22,0,0,0,NA,0
2020-02-23,0,0,0,NA,0
2020-02-24,0,0,0,NA,0
2020-02-25,0,0,0,NA,0
2020-02-26,0,0,0,NA,0
2020-02-27,0,0,0,NA,0
2020-02-28,0,0,0,NA,0
2020-02-29,0,0,0,NA,0
2020-03-01,1,1,1,NA,0
2020-03-02,1,1,1,NA,0
2020-03-03,1,1,1,NA,0
2020-03-04,2,2,2,NA,0
2020-03-05,2,2,2,NA,0
2020-03-06,3,3,3,NA,1
2020-03-07,3,4,5,NA,3
2020-03-08,5,6,7,NA,5
2020-03-09,8,9,10,NA,0
2020-03-10,10,12,14,NA,7
2020-03-11,14,17,20,NA,10
2020-03-12,19,23,27,NA,21
2020-03-13,27,32,37,NA,30
2020-03-14,36,42,48,NA,44
2020-03-15,47,56,65,NA,61
2020-03-16,61,72,83,NA,84
2020-03-17,77,91,105,NA,97
2020-03-18,94,111,128,NA,107
2020-03-19,111,131,151,NA,123
2020-03-20,127,150,173,NA,137
2020-03-21,142,168,194,NA,178
2020-03-22,155,183,211,NA,185
2020-03-23,165,195,225,NA,191
2020-03-24,174,205,236,NA,204
2020-03-25,180,212,244,NA,216
2020-03-26,185,218,251,NA,NA
2020-03-27,188,222,256,NA,NA
2020-03-28,191,225,259,NA,NA
2020-03-29,192,227,262,NA,NA
2020-03-30,194,229,264,NA,NA
2020-03-31,195,230,265,NA,NA
2020-04-01,196,231,266,NA,NA
