location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-10-02;total_deaths;97;2020-06-30;365;2020-10-02;664;1.82
AL;2020-10-02;total_deaths;92;2020-07-05;1153;2020-10-02;2085;1.81
AM;2020-10-02;total_deaths;119;2020-06-08;2271;2020-10-02;4162;1.83
AP;2020-10-02;total_deaths;102;2020-06-25;394;2020-10-02;713;1.81
BA;2020-10-02;total_deaths;60;2020-08-06;3789;2020-10-02;6844;1.81
CE;2020-10-02;total_deaths;112;2020-06-15;4999;2020-10-02;9047;1.81
DF;2020-10-02;total_deaths;55;2020-08-11;1815;2020-10-02;3291;1.81
ES;2020-10-02;total_deaths;87;2020-07-10;1967;2020-10-02;3565;1.81
GO;2020-10-02;total_deaths;45;2020-08-21;2647;2020-10-02;4818;1.82
MA;2020-10-02;total_deaths;96;2020-07-01;2081;2020-10-02;3776;1.81
MG;2020-10-02;total_deaths;50;2020-08-16;4132;2020-10-02;7502;1.82
MS;2020-10-02;total_deaths;44;2020-08-22;722;2020-10-02;1326;1.84
MT;2020-10-02;total_deaths;63;2020-08-03;1907;2020-10-02;3447;1.81
PA;2020-10-02;total_deaths;121;2020-06-06;3612;2020-10-02;6585;1.82
PB;2020-10-02;total_deaths;76;2020-07-21;1558;2020-10-02;2842;1.82
PE;2020-10-02;total_deaths;101;2020-06-26;4610;2020-10-02;8299;1.8
PI;2020-10-02;total_deaths;74;2020-07-23;1184;2020-10-02;2132;1.8
PR;2020-10-02;total_deaths;54;2020-08-12;2516;2020-10-02;4560;1.81
RJ;2020-10-02;total_deaths;95;2020-07-02;10332;2020-10-02;18665;1.81
RN;2020-10-02;total_deaths;89;2020-07-08;1326;2020-10-02;2398;1.81
RO;2020-10-02;total_deaths;75;2020-07-22;758;2020-10-02;1368;1.8
RR;2020-10-02;total_deaths;93;2020-07-04;364;2020-10-02;659;1.81
RS;2020-10-02;total_deaths;50;2020-08-16;2689;2020-10-02;4852;1.8
SC;2020-10-02;total_deaths;56;2020-08-10;1541;2020-10-02;2830;1.84
SE;2020-10-02;total_deaths;78;2020-07-19;1125;2020-10-02;2045;1.82
SP;2020-10-02;total_deaths;77;2020-07-20;19788;2020-10-02;35956;1.82
TO;2020-10-02;total_deaths;48;2020-08-18;531;2020-10-02;957;1.8
