location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-10-04;total_deaths;98;2020-07-01;370;2020-10-04;667;1.8
AL;2020-10-04;total_deaths;94;2020-07-05;1153;2020-10-04;2097;1.82
AM;2020-10-04;total_deaths;120;2020-06-09;2315;2020-10-04;4176;1.8
AP;2020-10-04;total_deaths;104;2020-06-25;394;2020-10-04;716;1.82
BA;2020-10-04;total_deaths;61;2020-08-07;3843;2020-10-04;6925;1.8
CE;2020-10-04;total_deaths;114;2020-06-15;4999;2020-10-04;9051;1.81
DF;2020-10-04;total_deaths;57;2020-08-11;1815;2020-10-04;3325;1.83
ES;2020-10-04;total_deaths;88;2020-07-11;1984;2020-10-04;3580;1.8
GO;2020-10-04;total_deaths;47;2020-08-21;2647;2020-10-04;4862;1.84
MA;2020-10-04;total_deaths;98;2020-07-01;2081;2020-10-04;3796;1.82
MG;2020-10-04;total_deaths;51;2020-08-17;4223;2020-10-04;7643;1.81
MS;2020-10-04;total_deaths;44;2020-08-24;749;2020-10-04;1351;1.8
MT;2020-10-04;total_deaths;64;2020-08-04;1921;2020-10-04;3482;1.81
PA;2020-10-04;total_deaths;123;2020-06-06;3612;2020-10-04;6600;1.83
PB;2020-10-04;total_deaths;77;2020-07-22;1581;2020-10-04;2851;1.8
PE;2020-10-04;total_deaths;103;2020-06-26;4610;2020-10-04;8333;1.81
PI;2020-10-04;total_deaths;76;2020-07-23;1184;2020-10-04;2149;1.82
PR;2020-10-04;total_deaths;56;2020-08-12;2516;2020-10-04;4589;1.82
RJ;2020-10-04;total_deaths;97;2020-07-02;10332;2020-10-04;18769;1.82
RN;2020-10-04;total_deaths;91;2020-07-08;1326;2020-10-04;2402;1.81
RO;2020-10-04;total_deaths;77;2020-07-22;758;2020-10-04;1371;1.81
RR;2020-10-04;total_deaths;95;2020-07-04;364;2020-10-04;661;1.82
RS;2020-10-04;total_deaths;52;2020-08-16;2689;2020-10-04;4908;1.83
SC;2020-10-04;total_deaths;58;2020-08-10;1541;2020-10-04;2847;1.85
SE;2020-10-04;total_deaths;80;2020-07-19;1125;2020-10-04;2055;1.83
SP;2020-10-04;total_deaths;79;2020-07-20;19788;2020-10-04;36178;1.83
TO;2020-10-04;total_deaths;49;2020-08-19;536;2020-10-04;968;1.81
