regiao;estado;data;casosNovos;casosacumulados;obitosNovos;obitosacumulados
Centro-Oeste;GO;2020-04-13;4;233;1;15
Centro-Oeste;GO;2020-04-14;51;284;0;15
Centro-Oeste;GO;2020-04-15;20;304;0;15
Centro-Oeste;GO;2020-04-16;14;318;1;16
Centro-Oeste;GO;2020-04-17;17;335;0;16
Centro-Oeste;GO;2020-04-18;43;378;2;18
Centro-Oeste;GO;2020-04-19;15;393;0;18
Centro-Oeste;GO;2020-04-20;10;403;1;19
Centro-Oeste;GO;2020-04-21;18;421;0;19
Centro-Oeste;GO;2020-04-22;17;438;2;21
Centro-Oeste;GO;2020-04-23;15;453;2;23
Centro-Oeste;GO;2020-04-24;33;486;1;24
Centro-Oeste;GO;2020-04-25;20;506;1;25
Centro-Oeste;GO;2020-04-26;67;573;0;25
Centro-Oeste;GO;2020-04-27;43;616;1;26
Centro-Oeste;GO;2020-04-28;45;661;1;27
Centro-Oeste;GO;2020-04-29;44;705;0;27
Centro-Oeste;GO;2020-04-30;76;781;2;29
Centro-Oeste;GO;2020-05-01;27;808;0;29
Centro-Oeste;GO;2020-05-02;17;825;1;30
Centro-Oeste;GO;2020-05-03;25;850;0;30
Centro-Oeste;GO;2020-05-04;11;861;0;30
Centro-Oeste;GO;2020-05-05;61;922;8;38
Centro-Oeste;GO;2020-05-06;102;1024;7;45
Centro-Oeste;GO;2020-05-07;3;1027;-1;44
Centro-Oeste;GO;2020-05-08;26;1053;5;49
Centro-Oeste;GO;2020-05-09;16;1069;-2;47
Centro-Oeste;GO;2020-05-10;24;1093;0;47
Centro-Oeste;GO;2020-05-11;7;1100;2;49
Centro-Oeste;GO;2020-05-12;15;1115;3;52
Centro-Oeste;GO;2020-05-13;110;1225;9;61
Centro-Oeste;GO;2020-05-14;235;1460;6;67
Centro-Oeste;GO;2020-05-15;145;1605;0;67
Centro-Oeste;GO;2020-05-16;47;1652;2;69
Centro-Oeste;GO;2020-05-17;40;1692;1;70
Centro-Oeste;GO;2020-05-18;89;1781;3;73
Centro-Oeste;GO;2020-05-19;99;1880;0;73
Centro-Oeste;GO;2020-05-20;169;2049;5;78
Centro-Oeste;GO;2020-05-21;106;2155;7;85
Centro-Oeste;GO;2020-05-22;189;2344;10;95
Centro-Oeste;GO;2020-05-23;91;2435;0;95
Centro-Oeste;GO;2020-05-24;53;2488;0;95
Centro-Oeste;GO;2020-05-25;27;2515;1;96
Centro-Oeste;GO;2020-05-26;191;2706;8;104
Centro-Oeste;GO;2020-05-27;200;2906;4;108
Centro-Oeste;GO;2020-05-28;195;3101;7;115
Centro-Oeste;GO;2020-05-29;420;3521;4;119
Centro-Oeste;GO;2020-05-30;88;3609;5;124
Centro-Oeste;GO;2020-05-31;117;3726;0;124
Centro-Oeste;GO;2020-06-01;291;4017;3;127
Centro-Oeste;GO;2020-06-02;469;4486;28;155
Centro-Oeste;GO;2020-06-03;215;4701;4;159
Centro-Oeste;GO;2020-06-04;401;5102;5;164
Centro-Oeste;GO;2020-06-05;503;5605;3;167
Centro-Oeste;GO;2020-06-06;165;5770;5;172
Centro-Oeste;GO;2020-06-07;87;5857;1;173
Centro-Oeste;MS;2020-03-14;0;2;0;0
Centro-Oeste;MS;2020-03-15;0;2;0;0
Centro-Oeste;MS;2020-03-16;2;4;0;0
Centro-Oeste;MS;2020-03-17;2;6;0;0
Centro-Oeste;MS;2020-03-18;1;7;0;0
Centro-Oeste;MS;2020-03-19;2;9;0;0
Centro-Oeste;MS;2020-03-20;3;12;0;0
Centro-Oeste;MS;2020-03-21;4;16;0;0
Centro-Oeste;MS;2020-03-22;5;21;0;0
Centro-Oeste;MS;2020-03-23;0;21;0;0
Centro-Oeste;MS;2020-03-24;3;24;0;0
Centro-Oeste;MS;2020-03-25;0;24;0;0
Centro-Oeste;MS;2020-03-26;1;25;0;0
Centro-Oeste;MS;2020-03-27;3;28;0;0
Centro-Oeste;MS;2020-03-28;3;31;0;0
Centro-Oeste;MS;2020-03-29;5;36;0;0
Centro-Oeste;MS;2020-03-30;8;44;0;0
Centro-Oeste;MS;2020-03-31;4;48;1;1
Centro-Oeste;MS;2020-04-01;3;51;0;1
Centro-Oeste;MS;2020-04-02;2;53;0;1
Centro-Oeste;MS;2020-04-03;7;60;0;1
Centro-Oeste;MS;2020-04-04;2;62;0;1
Centro-Oeste;MS;2020-04-05;3;65;0;1
Centro-Oeste;MS;2020-04-06;1;66;0;1
Centro-Oeste;MS;2020-04-07;14;80;1;2
Centro-Oeste;MS;2020-04-08;5;85;0;2
Centro-Oeste;MS;2020-04-09;4;89;0;2
Centro-Oeste;MS;2020-04-10;8;97;0;2
Centro-Oeste;MS;2020-04-11;3;100;0;2
Centro-Oeste;MS;2020-04-12;1;101;0;2
Centro-Oeste;MS;2020-04-13;12;113;2;4
Centro-Oeste;MS;2020-04-14;2;115;0;4
Centro-Oeste;MS;2020-04-15;6;121;0;4
Centro-Oeste;MS;2020-04-16;10;131;1;5
Centro-Oeste;MS;2020-04-17;12;143;0;5
Centro-Oeste;MS;2020-04-18;18;161;0;5
Centro-Oeste;MS;2020-04-19;7;168;0;5
Centro-Oeste;MS;2020-04-20;3;171;0;5
Centro-Oeste;MS;2020-04-21;2;173;1;6
Centro-Oeste;MS;2020-04-22;2;175;0;6
Centro-Oeste;MS;2020-04-23;11;186;1;7
Centro-Oeste;MS;2020-04-24;27;213;0;7
Centro-Oeste;MS;2020-04-25;4;217;0;7
Centro-Oeste;MS;2020-04-26;17;234;0;7
Centro-Oeste;MS;2020-04-27;4;238;2;9
Centro-Oeste;MS;2020-04-28;2;240;0;9
Centro-Oeste;MS;2020-04-29;9;249;0;9
Centro-Oeste;MS;2020-04-30;6;255;0;9
Centro-Oeste;MS;2020-05-01;6;261;0;9
Centro-Oeste;MS;2020-05-02;5;266;0;9
Centro-Oeste;MS;2020-05-03;6;272;1;10
Centro-Oeste;MS;2020-05-04;2;274;0;10
Centro-Oeste;MS;2020-05-05;9;283;0;10
Centro-Oeste;MS;2020-05-06;5;288;0;10
Centro-Oeste;MS;2020-05-07;23;311;0;10
Centro-Oeste;MS;2020-05-08;15;326;1;11
Centro-Oeste;MS;2020-05-09;20;346;0;11
Centro-Oeste;MS;2020-05-10;16;362;0;11
Centro-Oeste;MS;2020-05-11;23;385;0;11
Centro-Oeste;MS;2020-05-12;20;405;1;12
Centro-Oeste;MS;2020-05-13;25;430;1;13
Centro-Oeste;MS;2020-05-14;22;452;1;14
Centro-Oeste;MS;2020-05-15;27;479;0;14
Centro-Oeste;MS;2020-05-16;29;508;1;15
Centro-Oeste;MS;2020-05-17;62;570;0;15
Centro-Oeste;MS;2020-05-18;43;613;1;16
Centro-Oeste;MS;2020-05-19;29;642;0;16
Centro-Oeste;MS;2020-05-20;51;693;1;17
Centro-Oeste;MS;2020-05-21;53;746;0;17
Centro-Oeste;MS;2020-05-22;59;805;0;17
Centro-Oeste;MS;2020-05-23;53;858;0;17
Centro-Oeste;MS;2020-05-24;165;1023;0;17
Centro-Oeste;MS;2020-05-25;77;1100;0;17
Centro-Oeste;MS;2020-05-26;86;1186;1;18
Centro-Oeste;MS;2020-05-27;76;1262;0;18
Centro-Oeste;MS;2020-05-28;94;1356;0;18
Centro-Oeste;MS;2020-05-29;62;1418;1;19
Centro-Oeste;MS;2020-05-30;71;1489;1;20
Centro-Oeste;MS;2020-05-31;79;1568;0;20
Centro-Oeste;MS;2020-06-01;78;1646;0;20
Centro-Oeste;MS;2020-06-02;156;1802;0;20
Centro-Oeste;MS;2020-06-03;123;1925;0;20
Centro-Oeste;MS;2020-06-04;72;1997;1;21
Centro-Oeste;MS;2020-06-05;135;2132;0;21
Centro-Oeste;MS;2020-06-06;121;2253;0;21
Centro-Oeste;MT;2020-03-20;0;1;0;0
Centro-Oeste;MT;2020-03-22;1;2;0;0
Centro-Oeste;MT;2020-03-23;4;6;0;0
Centro-Oeste;MT;2020-03-24;1;7;0;0
Centro-Oeste;MT;2020-03-25;2;9;0;0
Centro-Oeste;MT;2020-03-26;2;11;0;0
Centro-Oeste;MT;2020-03-27;0;11;0;0
Centro-Oeste;MT;2020-03-30;7;18;0;0
Centro-Oeste;MT;2020-03-31;7;25;0;0
Centro-Oeste;MT;2020-04-01;3;28;0;0
Centro-Oeste;MT;2020-04-02;13;41;0;0
Centro-Oeste;MT;2020-04-03;3;44;1;1
Centro-Oeste;MT;2020-04-04;16;60;0;1
Centro-Oeste;MT;2020-04-05;0;60;0;1
Centro-Oeste;MT;2020-04-06;16;76;0;1
Centro-Oeste;MT;2020-04-07;2;78;0;1
Centro-Oeste;MT;2020-04-08;12;90;0;1
Centro-Oeste;MT;2020-04-09;18;108;1;2
Centro-Oeste;MT;2020-04-10;4;112;0;2
Centro-Oeste;MT;2020-04-11;9;121;1;3
Centro-Oeste;MT;2020-04-12;2;123;0;3
Centro-Oeste;MT;2020-04-13;11;134;1;4
Centro-Oeste;MT;2020-04-14;4;138;0;4
Centro-Oeste;MT;2020-04-15;13;151;0;4
Centro-Oeste;MT;2020-04-16;5;156;1;5
Centro-Oeste;MT;2020-04-17;6;162;0;5
Centro-Oeste;MT;2020-04-18;9;171;0;5
Centro-Oeste;MT;2020-04-19;3;174;0;5
Centro-Oeste;MT;2020-04-20;7;181;1;6
Centro-Oeste;MT;2020-04-21;0;181;0;6
Centro-Oeste;MT;2020-04-22;24;205;0;6
Centro-Oeste;MT;2020-04-23;15;220;1;7
Centro-Oeste;MT;2020-04-24;21;241;1;8
Centro-Oeste;MT;2020-04-25;5;246;1;9
Centro-Oeste;MT;2020-04-26;3;249;0;9
Centro-Oeste;MT;2020-04-27;7;256;1;10
Centro-Oeste;MT;2020-04-28;7;263;1;11
Centro-Oeste;MT;2020-04-29;29;292;0;11
Centro-Oeste;MT;2020-04-30;10;302;0;11
Centro-Oeste;MT;2020-05-01;18;320;0;11
Centro-Oeste;MT;2020-05-02;13;333;1;12
Centro-Oeste;MT;2020-05-03;4;337;0;12
Centro-Oeste;MT;2020-05-04;7;344;1;13
Centro-Oeste;MT;2020-05-05;22;366;0;13
Centro-Oeste;MT;2020-05-06;19;385;0;13
Centro-Oeste;MT;2020-05-07;34;419;1;14
Centro-Oeste;MT;2020-05-08;45;464;1;15
Centro-Oeste;MT;2020-05-09;38;502;1;16
Centro-Oeste;MT;2020-05-10;17;519;2;18
Centro-Oeste;MT;2020-05-11;26;545;1;19
Centro-Oeste;MT;2020-05-12;59;604;1;20
Centro-Oeste;MT;2020-05-13;69;673;1;21
Centro-Oeste;MT;2020-05-14;61;734;3;24
Centro-Oeste;MT;2020-05-15;58;792;2;26
Centro-Oeste;MT;2020-05-16;65;857;1;27
Centro-Oeste;MT;2020-05-17;44;901;0;27
Centro-Oeste;MT;2020-05-18;40;941;3;30
Centro-Oeste;MT;2020-05-19;64;1005;2;32
Centro-Oeste;MT;2020-05-20;85;1090;0;32
Centro-Oeste;MT;2020-05-21;97;1187;2;34
Centro-Oeste;MT;2020-05-22;84;1271;3;37
Centro-Oeste;MT;2020-05-23;92;1363;0;37
Centro-Oeste;MT;2020-05-24;101;1464;3;40
Centro-Oeste;MT;2020-05-25;130;1594;2;42
Centro-Oeste;MT;2020-05-26;150;1744;1;43
Centro-Oeste;MT;2020-05-27;165;1909;4;47
Centro-Oeste;MT;2020-05-28;176;2085;7;54
Centro-Oeste;MT;2020-05-29;177;2262;3;57
Centro-Oeste;MT;2020-05-30;151;2413;1;58
Centro-Oeste;MT;2020-05-31;72;2485;5;63
Centro-Oeste;MT;2020-06-01;151;2636;4;67
Centro-Oeste;MT;2020-06-02;181;2817;8;75
Centro-Oeste;MT;2020-06-03;212;3029;4;79
Centro-Oeste;MT;2020-06-04;359;3388;5;84
Centro-Oeste;MT;2020-06-05;205;3593;7;91
Centro-Oeste;MT;2020-06-06;195;3788;10;101
Centro-Oeste;MT;2020-06-07;245;4033;12;113
Nordeste;AL;2020-03-08;0;1;0;0
Nordeste;AL;2020-03-09;0;1;0;0
Nordeste;AL;2020-03-10;0;1;0;0
Nordeste;AL;2020-03-12;0;1;0;0
Nordeste;AL;2020-03-13;0;1;0;0
Nordeste;AL;2020-03-16;0;1;0;0
Nordeste;AL;2020-03-17;0;1;0;0
Nordeste;AL;2020-03-18;0;1;0;0
Nordeste;AL;2020-03-19;3;4;0;0
Nordeste;AL;2020-03-20;2;6;0;0
Nordeste;AL;2020-03-21;1;7;0;0
Nordeste;AL;2020-03-22;0;7;0;0
Nordeste;AL;2020-03-23;1;8;0;0
Nordeste;AL;2020-03-24;2;10;0;0
Nordeste;AL;2020-03-25;1;11;0;0
Nordeste;AL;2020-03-26;0;11;0;0
Nordeste;AL;2020-03-27;1;12;0;0
Nordeste;AL;2020-03-28;2;14;0;0
Nordeste;AL;2020-03-29;3;17;0;0
Nordeste;AL;2020-03-30;0;17;0;0
Nordeste;AL;2020-03-31;1;18;1;1
Nordeste;AL;2020-04-01;0;18;0;1
Nordeste;AL;2020-04-02;0;18;0;1
Nordeste;AL;2020-04-03;5;23;1;2
Nordeste;AL;2020-04-04;0;23;0;2
Nordeste;AL;2020-04-05;5;28;0;2
Nordeste;AL;2020-04-06;3;31;0;2
Nordeste;AL;2020-04-07;3;34;0;2
Nordeste;AL;2020-04-08;3;37;1;3
Nordeste;AL;2020-04-09;0;37;0;3
Nordeste;AL;2020-04-10;8;45;0;3
Nordeste;AL;2020-04-11;3;48;0;3
Nordeste;AL;2020-04-12;0;48;0;3
Nordeste;AL;2020-04-13;10;58;1;4
Nordeste;AL;2020-04-14;14;72;0;4
Nordeste;AL;2020-04-15;11;83;1;5
Nordeste;AL;2020-04-16;6;89;0;5
Nordeste;AL;2020-04-17;21;110;2;7
Nordeste;AL;2020-04-18;22;132;3;10
Nordeste;AL;2020-04-19;27;159;5;15
Nordeste;AL;2020-04-20;12;171;3;18
Nordeste;AL;2020-04-21;39;210;1;19
Nordeste;AL;2020-04-22;33;243;1;20
Nordeste;AL;2020-04-23;81;324;2;22
Nordeste;AL;2020-04-24;89;413;5;27
Nordeste;AL;2020-04-25;88;501;2;29
Nordeste;AL;2020-04-26;59;560;3;32
Nordeste;AL;2020-04-27;83;643;2;34
Nordeste;AL;2020-04-28;134;777;2;36
Nordeste;AL;2020-04-29;180;957;5;41
Nordeste;AL;2020-04-30;88;1045;6;47
Nordeste;AL;2020-05-01;181;1226;6;53
Nordeste;AL;2020-05-02;145;1371;5;58
Nordeste;AL;2020-05-03;70;1441;6;64
Nordeste;AL;2020-05-04;97;1538;8;72
Nordeste;AL;2020-05-05;67;1605;8;80
Nordeste;AL;2020-05-06;98;1703;9;89
Nordeste;AL;2020-05-07;164;1867;9;98
Nordeste;AL;2020-05-08;166;2033;10;108
Nordeste;AL;2020-05-09;137;2170;6;114
Nordeste;AL;2020-05-10;88;2258;12;126
Nordeste;AL;2020-05-11;85;2343;12;138
Nordeste;AL;2020-05-12;237;2580;12;150
Nordeste;AL;2020-05-13;181;2761;14;164
Nordeste;AL;2020-05-14;211;2972;13;177
Nordeste;AL;2020-05-15;240;3212;10;187
Nordeste;AL;2020-05-16;381;3593;12;199
Nordeste;AL;2020-05-17;223;3816;11;210
Nordeste;AL;2020-05-18;215;4031;11;221
Nordeste;AL;2020-05-19;288;4319;13;234
Nordeste;AL;2020-05-20;118;4437;17;251
Nordeste;AL;2020-05-21;479;4916;11;262
Nordeste;AL;2020-05-22;386;5302;18;280
Nordeste;AL;2020-05-23;328;5630;21;301
Nordeste;AL;2020-05-24;584;6214;15;316
Nordeste;AL;2020-05-25;468;6682;21;337
Nordeste;AL;2020-05-26;376;7058;15;352
Nordeste;AL;2020-05-27;522;7580;16;368
Nordeste;AL;2020-05-28;476;8056;17;385
Nordeste;AL;2020-05-29;563;8619;21;406
Nordeste;AL;2020-05-30;604;9223;18;424
Nordeste;AL;2020-05-31;1065;10288;19;443
Nordeste;AL;2020-06-01;549;10837;18;461
Nordeste;AL;2020-06-02;722;11559;21;482
Nordeste;AL;2020-06-03;848;12407;24;506
Nordeste;AL;2020-06-04;689;13096;25;531
Nordeste;AL;2020-06-05;843;13939;26;557
Nordeste;AL;2020-06-06;879;14818;25;582
Nordeste;AL;2020-06-07;888;15706;19;601
Nordeste;BA;2020-03-06;0;1;0;0
Nordeste;BA;2020-03-07;1;2;0;0
Nordeste;BA;2020-03-09;0;2;0;0
Nordeste;BA;2020-03-10;0;2;0;0
Nordeste;BA;2020-03-11;1;3;0;0
Nordeste;BA;2020-03-12;0;3;0;0
Nordeste;BA;2020-03-13;4;7;0;0
Nordeste;BA;2020-03-15;2;9;0;0
Nordeste;BA;2020-03-16;1;10;0;0
Nordeste;BA;2020-03-17;4;14;0;0
Nordeste;BA;2020-03-18;13;27;0;0
Nordeste;BA;2020-03-19;4;31;0;0
Nordeste;BA;2020-03-20;3;34;0;0
Nordeste;BA;2020-03-21;7;41;0;0
Nordeste;BA;2020-03-22;14;55;0;0
Nordeste;BA;2020-03-23;8;63;0;0
Nordeste;BA;2020-03-24;16;79;0;0
Nordeste;BA;2020-03-25;12;91;0;0
Nordeste;BA;2020-03-26;17;108;0;0
Nordeste;BA;2020-03-27;15;123;0;0
Nordeste;BA;2020-03-28;4;127;0;0
Nordeste;BA;2020-03-29;29;156;1;1
Nordeste;BA;2020-03-30;20;176;1;2
Nordeste;BA;2020-03-31;41;217;0;2
Nordeste;BA;2020-04-01;29;246;0;2
Nordeste;BA;2020-04-02;21;267;1;3
Nordeste;BA;2020-04-03;23;290;3;6
Nordeste;BA;2020-04-04;46;336;1;7
Nordeste;BA;2020-04-05;65;401;2;9
Nordeste;BA;2020-04-06;36;437;1;10
Nordeste;BA;2020-04-07;25;462;4;14
Nordeste;BA;2020-04-08;53;515;4;18
Nordeste;BA;2020-04-09;53;568;1;19
Nordeste;BA;2020-04-10;48;616;0;19
Nordeste;BA;2020-04-11;24;640;2;21
Nordeste;BA;2020-04-12;34;674;0;21
Nordeste;BA;2020-04-13;49;723;1;22
Nordeste;BA;2020-04-14;53;776;4;26
Nordeste;BA;2020-04-15;108;884;2;28
Nordeste;BA;2020-04-16;83;967;6;34
Nordeste;BA;2020-04-17;97;1064;2;36
Nordeste;BA;2020-04-18;136;1200;4;40
Nordeste;BA;2020-04-19;49;1249;5;45
Nordeste;BA;2020-04-20;128;1377;2;47
Nordeste;BA;2020-04-21;127;1504;1;48
Nordeste;BA;2020-04-22;141;1645;5;53
Nordeste;BA;2020-04-23;200;1845;9;62
Nordeste;BA;2020-04-24;134;1979;5;67
Nordeste;BA;2020-04-25;137;2116;5;72
Nordeste;BA;2020-04-26;132;2248;2;74
Nordeste;BA;2020-04-27;108;2356;9;83
Nordeste;BA;2020-04-28;208;2564;10;93
Nordeste;BA;2020-04-29;112;2676;7;100
Nordeste;BA;2020-04-30;191;2867;6;106
Nordeste;BA;2020-05-01;273;3140;11;117
Nordeste;BA;2020-05-02;175;3315;6;123
Nordeste;BA;2020-05-03;251;3566;5;128
Nordeste;BA;2020-05-04;168;3734;13;141
Nordeste;BA;2020-05-05;306;4040;5;146
Nordeste;BA;2020-05-06;261;4301;14;160
Nordeste;BA;2020-05-07;227;4528;5;165
Nordeste;BA;2020-05-08;290;4818;18;183
Nordeste;BA;2020-05-09;356;5174;13;196
Nordeste;BA;2020-05-10;384;5558;6;202
Nordeste;BA;2020-05-11;250;5808;12;214
Nordeste;BA;2020-05-12;396;6204;11;225
Nordeste;BA;2020-05-13;343;6547;11;236
Nordeste;BA;2020-05-14;408;6955;26;262
Nordeste;BA;2020-05-15;1173;8128;19;281
Nordeste;BA;2020-05-16;186;8314;5;286
Nordeste;BA;2020-05-17;129;8443;9;295
Nordeste;BA;2020-05-18;438;8881;17;312
Nordeste;BA;2020-05-19;2132;11013;14;326
Nordeste;BA;2020-05-20;184;11197;36;362
Nordeste;BA;2020-05-21;744;11941;14;376
Nordeste;BA;2020-05-22;616;12557;23;399
Nordeste;BA;2020-05-23;443;13000;14;413
Nordeste;BA;2020-05-24;899;13899;47;460
Nordeste;BA;2020-05-25;305;14204;17;477
Nordeste;BA;2020-05-26;362;14566;18;495
Nordeste;BA;2020-05-27;504;15070;36;531
Nordeste;BA;2020-05-28;893;15963;39;570
Nordeste;BA;2020-05-29;954;16917;39;609
Nordeste;BA;2020-05-30;709;17626;29;638
Nordeste;BA;2020-05-31;766;18392;29;667
Nordeste;BA;2020-06-01;506;18898;34;701
Nordeste;BA;2020-06-02;2532;21430;35;736
Nordeste;BA;2020-06-03;1021;22451;26;762
Nordeste;BA;2020-06-04;1012;23463;28;790
Nordeste;BA;2020-06-05;2956;26419;29;819
Nordeste;BA;2020-06-06;977;27396;27;846
Nordeste;BA;2020-06-07;854;28250;33;879
Nordeste;CE;2020-03-16;0;9;0;0
Nordeste;CE;2020-03-17;1;10;0;0
Nordeste;CE;2020-03-18;9;19;0;0
Nordeste;CE;2020-03-19;5;24;0;0
Nordeste;CE;2020-03-20;44;68;0;0
