"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,NA,0
2019-12-31,0,0,0,NA,0
2020-01-01,0,0,0,NA,0
2020-01-02,0,0,0,NA,0
2020-01-03,0,0,0,NA,0
2020-01-04,0,0,0,NA,0
2020-01-05,0,0,0,NA,0
2020-01-06,0,0,0,NA,0
2020-01-07,0,0,0,NA,0
2020-01-08,0,0,0,NA,0
2020-01-09,0,0,0,NA,0
2020-01-10,0,0,0,NA,0
2020-01-11,0,0,0,NA,0
2020-01-12,0,0,0,NA,0
2020-01-13,0,0,0,NA,0
2020-01-14,0,0,0,NA,0
2020-01-15,0,0,0,NA,0
2020-01-16,0,0,0,NA,0
2020-01-17,0,0,0,NA,0
2020-01-18,0,0,0,NA,0
2020-01-19,0,0,0,NA,0
2020-01-20,0,0,0,NA,0
2020-01-21,0,0,0,NA,0
2020-01-22,0,0,0,NA,0
2020-01-23,0,0,0,NA,0
2020-01-24,0,0,0,NA,0
2020-01-25,0,0,0,NA,0
2020-01-26,0,0,0,NA,0
2020-01-27,0,0,0,NA,1
2020-01-28,0,0,0,NA,1
2020-01-29,0,0,0,NA,1
2020-01-30,0,0,0,NA,1
2020-01-31,0,0,0,NA,1
2020-02-01,0,0,0,NA,1
2020-02-02,0,0,0,NA,1
2020-02-03,0,0,0,NA,1
2020-02-04,0,0,0,NA,1
2020-02-05,0,0,0,NA,1
2020-02-06,0,0,0,NA,1
2020-02-07,0,0,0,NA,1
2020-02-08,0,0,0,NA,1
2020-02-09,0,0,0,NA,1
2020-02-10,0,0,0,NA,1
2020-02-11,0,0,0,NA,1
2020-02-12,0,0,0,NA,1
2020-02-13,0,0,0,NA,1
2020-02-14,0,0,0,NA,1
2020-02-15,0,0,0,NA,1
2020-02-16,0,0,0,NA,1
2020-02-17,0,0,0,NA,1
2020-02-18,0,0,0,NA,1
2020-02-19,0,0,0,NA,1
2020-02-20,0,0,0,NA,1
2020-02-21,0,1,2,NA,1
2020-02-22,0,1,2,NA,1
2020-02-23,0,1,2,NA,1
2020-02-24,0,1,2,NA,1
2020-02-25,0,1,2,NA,1
2020-02-26,0,1,2,NA,1
2020-02-27,0,1,2,NA,1
2020-02-28,1,2,3,NA,1
2020-02-29,1,2,3,NA,1
2020-03-01,1,2,3,NA,1
2020-03-02,1,3,5,NA,0
2020-03-03,1,3,5,NA,0
2020-03-04,1,4,7,NA,0
2020-03-05,1,4,7,NA,0
2020-03-06,2,5,8,NA,0
2020-03-07,2,6,10,NA,2
2020-03-08,3,7,11,NA,0
2020-03-09,3,8,13,NA,0
2020-03-10,3,9,15,NA,0
2020-03-11,4,10,16,NA,3
2020-03-12,4,12,20,NA,5
2020-03-13,5,14,23,NA,0
2020-03-14,6,17,28,NA,7
2020-03-15,7,19,31,NA,12
2020-03-16,8,23,38,NA,24
2020-03-17,9,26,43,NA,24
2020-03-18,11,31,51,NA,24
2020-03-19,13,36,59,NA,24
2020-03-20,15,42,69,NA,47
2020-03-21,18,49,80,NA,51
2020-03-22,20,57,94,NA,86
2020-03-23,24,66,108,NA,87
2020-03-24,28,77,126,NA,91
2020-03-25,32,90,148,NA,96
2020-03-26,37,104,171,NA,98
2020-03-27,44,122,200,NA,99
2020-03-28,51,142,233,NA,NA
2020-03-29,60,166,272,NA,NA
2020-03-30,69,193,317,NA,NA
2020-03-31,81,225,369,NA,NA
2020-04-01,94,262,430,NA,NA
2020-04-02,110,306,502,NA,NA
2020-04-03,128,356,584,NA,NA
