location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-06;total_cases;68;2020-07-03;14112;2020-09-06;25443;1.8
AL;2020-09-06;total_cases;60;2020-07-11;44633;2020-09-06;80717;1.81
AM;2020-09-06;total_cases;75;2020-06-26;68220;2020-09-06;123811;1.81
AP;2020-09-06;total_cases;79;2020-06-22;24682;2020-09-06;44770;1.81
BA;2020-09-06;total_cases;44;2020-07-27;149109;2020-09-06;271225;1.82
CE;2020-09-06;total_cases;65;2020-07-06;122477;2020-09-06;222372;1.82
DF;2020-09-06;total_cases;46;2020-07-25;94187;2020-09-06;169617;1.8
ES;2020-09-06;total_cases;58;2020-07-13;63879;2020-09-06;115505;1.81
GO;2020-09-06;total_cases;34;2020-08-06;79897;2020-09-06;147615;1.85
MA;2020-09-06;total_cases;69;2020-07-02;86025;2020-09-06;158050;1.84
MG;2020-09-06;total_cases;39;2020-08-01;129985;2020-09-06;234804;1.81
MS;2020-09-06;total_cases;34;2020-08-06;29101;2020-09-06;53491;1.84
MT;2020-09-06;total_cases;38;2020-08-02;53363;2020-09-06;97819;1.83
PA;2020-09-06;total_cases;65;2020-07-06;114535;2020-09-06;207638;1.81
PB;2020-09-06;total_cases;59;2020-07-12;60784;2020-09-06;109673;1.8
PE;2020-09-06;total_cases;58;2020-07-13;72901;2020-09-06;132152;1.81
PI;2020-09-06;total_cases;46;2020-07-25;45389;2020-09-06;82006;1.81
PR;2020-09-06;total_cases;39;2020-08-01;77930;2020-09-06;143074;1.84
RJ;2020-09-06;total_cases;62;2020-07-09;128324;2020-09-06;232818;1.81
RN;2020-09-06;total_cases;65;2020-07-06;34984;2020-09-06;63801;1.82
RO;2020-09-06;total_cases;50;2020-07-21;30642;2020-09-06;58066;1.89
RR;2020-09-06;total_cases;54;2020-07-17;25007;2020-09-06;45137;1.8
RS;2020-09-06;total_cases;33;2020-08-07;79026;2020-09-06;143914;1.82
SC;2020-09-06;total_cases;32;2020-08-08;104749;2020-09-06;189028;1.8
SE;2020-09-06;total_cases;56;2020-07-15;40139;2020-09-06;73740;1.84
SP;2020-09-06;total_cases;47;2020-07-24;463218;2020-09-06;855722;1.85
TO;2020-09-06;total_cases;33;2020-08-07;30358;2020-09-06;55513;1.83
