location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-04;total_cases;47;2020-06-21;11381;2020-08-04;20708;1.82
AL;2020-08-04;total_cases;39;2020-06-29;35117;2020-08-04;63351;1.8
AM;2020-08-04;total_cases;53;2020-06-15;56777;2020-08-04;103269;1.82
AP;2020-08-04;total_cases;49;2020-06-19;19922;2020-08-04;36999;1.86
BA;2020-08-04;total_cases;30;2020-07-08;95536;2020-08-04;175389;1.84
CE;2020-08-04;total_cases;44;2020-06-24;99578;2020-08-04;179341;1.8
DF;2020-08-04;total_cases;31;2020-07-07;62694;2020-08-04;113924;1.82
ES;2020-08-04;total_cases;38;2020-06-30;46893;2020-08-04;86209;1.84
GO;2020-08-04;total_cases;21;2020-07-17;40681;2020-08-04;73231;1.8
MA;2020-08-04;total_cases;49;2020-06-19;68500;2020-08-04;123887;1.81
MG;2020-08-04;total_cases;27;2020-07-11;73813;2020-08-04;135728;1.84
MS;2020-08-04;total_cases;22;2020-07-16;15330;2020-08-04;27678;1.81
MT;2020-08-04;total_cases;22;2020-07-16;31111;2020-08-04;56169;1.81
PA;2020-08-04;total_cases;46;2020-06-22;86020;2020-08-04;158277;1.84
PB;2020-08-04;total_cases;38;2020-06-30;46957;2020-08-04;85760;1.83
PE;2020-08-04;total_cases;44;2020-06-24;54022;2020-08-04;98833;1.83
PI;2020-08-04;total_cases;29;2020-07-09;29745;2020-08-04;54443;1.83
PR;2020-08-04;total_cases;24;2020-07-14;45363;2020-08-04;82718;1.82
RJ;2020-08-04;total_cases;49;2020-06-19;93378;2020-08-04;168911;1.81
RN;2020-08-04;total_cases;39;2020-06-28;24456;2020-08-04;52566;2.15
RO;2020-08-04;total_cases;35;2020-07-03;22241;2020-08-04;41239;1.85
RR;2020-08-04;total_cases;35;2020-07-03;18323;2020-08-04;33194;1.81
RS;2020-08-04;total_cases;25;2020-07-13;39656;2020-08-04;73618;1.86
SC;2020-08-04;total_cases;22;2020-07-16;49781;2020-08-04;92157;1.85
SE;2020-08-04;total_cases;29;2020-07-09;33416;2020-08-04;61069;1.83
SP;2020-08-04;total_cases;34;2020-07-04;312530;2020-08-04;575589;1.84
TO;2020-08-04;total_cases;25;2020-07-13;15307;2020-08-04;27664;1.81
