"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,1,1,1,0,0
2020-02-11,1,1,1,0,0
2020-02-12,1,1,1,0,0
2020-02-13,1,1,1,0,0
2020-02-14,1,1,1,0,0
2020-02-15,2,2,2,0,0
2020-02-16,2,2,2,0,0
2020-02-17,3,3,3,0,0
2020-02-18,4,4,4,0,0
2020-02-19,5,5,5,0,0
2020-02-20,6,6,6,0,0
2020-02-21,7,7,7,0,0
2020-02-22,9,9,9,0,0
2020-02-23,10,11,12,1,0
2020-02-24,13,14,15,1,0
2020-02-25,17,18,19,1,0
2020-02-26,21,22,23,1,0
2020-02-27,26,27,28,1,1
2020-02-28,32,34,36,2,2
2020-02-29,41,43,45,2,7
2020-03-01,51,54,57,3,13
2020-03-02,64,67,70,4,18
2020-03-03,80,84,88,5,28
2020-03-04,100,105,110,6,38
2020-03-05,124,131,138,7,82
2020-03-06,155,163,171,9,128
2020-03-07,193,203,213,11,188
2020-03-08,241,254,267,14,265
2020-03-09,300,316,332,18,321
2020-03-10,373,393,413,22,382
2020-03-11,463,488,513,27,503
2020-03-12,575,606,637,34,614
2020-03-13,712,750,788,42,804
2020-03-14,878,925,972,51,959
2020-03-15,1081,1139,1197,63,1135
2020-03-16,1325,1397,1469,78,1413
2020-03-17,1618,1705,1792,95,1705
2020-03-18,1963,2069,2175,115,2051
2020-03-19,2368,2496,2624,139,2460
2020-03-20,2836,2989,3142,166,2994
2020-03-21,3368,3550,3732,197,3631
2020-03-22,3961,4175,4389,232,4204
2020-03-23,4610,4859,5108,270,4749
2020-03-24,5304,5591,5878,310,5560
2020-03-25,6031,6357,6683,353,6412
2020-03-26,6772,7138,7504,396,NA
2020-03-27,7509,7915,8321,439,NA
2020-03-28,8226,8670,9114,481,NA
2020-03-29,8904,9385,9866,521,NA
2020-03-30,9532,10047,10562,558,NA
2020-03-31,10101,10647,11193,591,NA
2020-04-01,10608,11181,11754,621,NA
