"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,1,1,1,0,0
2020-01-21,1,1,1,0,0
2020-01-22,1,1,1,0,0
2020-01-23,1,1,1,0,0
2020-01-24,1,1,1,0,0
2020-01-25,1,1,1,0,0
2020-01-26,2,2,2,0,0
2020-01-27,2,2,2,0,0
2020-01-28,3,3,3,0,0
2020-01-29,3,3,3,0,0
2020-01-30,4,4,4,0,3
2020-01-31,5,5,5,0,3
2020-02-01,6,6,6,1,3
2020-02-02,7,7,7,1,3
2020-02-03,8,9,10,1,3
2020-02-04,10,11,12,1,3
2020-02-05,12,13,14,1,3
2020-02-06,15,16,17,2,3
2020-02-07,18,19,20,2,3
2020-02-08,23,24,25,2,3
2020-02-09,27,29,31,3,3
2020-02-10,33,35,37,3,3
2020-02-11,41,43,45,4,3
2020-02-12,49,52,55,5,3
2020-02-13,59,63,67,6,3
2020-02-14,73,77,81,8,3
2020-02-15,89,94,99,9,3
2020-02-16,108,115,122,11,3
2020-02-17,132,140,148,14,3
2020-02-18,161,171,181,17,3
2020-02-19,196,208,220,21,3
2020-02-20,240,254,268,25,3
2020-02-21,291,309,327,30,17
2020-02-22,355,377,399,37,79
2020-02-23,433,459,485,45,132
2020-02-24,527,559,591,55,229
2020-02-25,642,681,720,67,322
2020-02-26,782,829,876,82,400
2020-02-27,950,1008,1066,99,650
2020-02-28,1157,1227,1297,121,888
2020-02-29,1408,1493,1578,147,1128
2020-03-01,1710,1814,1918,179,1689
2020-03-02,2078,2204,2330,217,1835
2020-03-03,2523,2676,2829,264,2502
2020-03-04,3061,3246,3431,320,3089
2020-03-05,3709,3933,4157,388,3858
2020-03-06,4487,4759,5031,469,4636
2020-03-07,5422,5750,6078,567,5883
2020-03-08,6538,6934,7330,684,7375
2020-03-09,7868,8344,8820,823,9172
2020-03-10,9442,10013,10584,987,10149
2020-03-11,11296,11979,12662,1181,12462
2020-03-12,13464,14279,15094,1408,15113
2020-03-13,15981,16948,17915,1671,17660
2020-03-14,18875,20017,21159,1973,17750
2020-03-15,22169,23510,24851,2318,23980
2020-03-16,25871,27436,29001,2705,27980
2020-03-17,29977,31791,33605,3134,31506
2020-03-18,34465,36550,38635,3603,35713
2020-03-19,39289,41666,44043,4108,41035
2020-03-20,44385,47071,49757,4641,47021
2020-03-21,49670,52676,55682,5193,53578
2020-03-22,55046,58377,61708,5755,59138
2020-03-23,60411,64066,67721,6316,63927
2020-03-24,65658,69631,73604,6865,69176
2020-03-25,70695,74973,79251,7392,NA
2020-03-26,75444,80009,84574,7888,NA
2020-03-27,79842,84673,89504,8348,NA
2020-03-28,83852,88926,94000,8767,NA
2020-03-29,87455,92747,98039,9144,NA
2020-03-30,90651,96136,101621,9478,NA
2020-03-31,93451,99106,104761,9771,NA
