location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-17;total_cases;23;2020-05-28;5600;2020-06-17;10339;1.85
AL;2020-06-17;total_cases;16;2020-06-04;13097;2020-06-17;24867;1.9
AM;2020-06-17;total_cases;25;2020-05-26;31949;2020-06-17;59547;1.86
AP;2020-06-17;total_cases;19;2020-06-01;9890;2020-06-17;18618;1.88
BA;2020-06-17;total_cases;17;2020-06-03;22451;2020-06-17;40926;1.82
CE;2020-06-17;total_cases;21;2020-05-30;46506;2020-06-17;84967;1.83
DF;2020-06-17;total_cases;15;2020-06-05;14208;2020-06-17;27140;1.91
ES;2020-06-17;total_cases;16;2020-06-04;16894;2020-06-17;30441;1.8
GO;2020-06-17;total_cases;11;2020-06-09;6521;2020-06-17;12236;1.88
MA;2020-06-17;total_cases;19;2020-06-01;35297;2020-06-17;64735;1.83
MG;2020-06-17;total_cases;17;2020-06-03;12010;2020-06-17;23347;1.94
MS;2020-06-17;total_cases;13;2020-06-07;2253;2020-06-17;4164;1.85
MT;2020-06-17;total_cases;13;2020-06-07;3878;2020-06-17;7124;1.84
PA;2020-06-17;total_cases;18;2020-06-02;41207;2020-06-17;74192;1.8
PB;2020-06-17;total_cases;16;2020-06-04;17579;2020-06-17;31712;1.8
PE;2020-06-17;total_cases;29;2020-05-22;25760;2020-06-17;47446;1.84
PI;2020-06-17;total_cases;16;2020-06-04;6064;2020-06-17;11559;1.91
PR;2020-06-17;total_cases;16;2020-06-04;5820;2020-06-17;11085;1.9
RJ;2020-06-17;total_cases;22;2020-05-29;47953;2020-06-17;86963;1.81
RN;2020-06-17;total_cases;18;2020-06-02;8233;2020-06-17;15212;1.85
RO;2020-06-17;total_cases;15;2020-06-05;6862;2020-06-17;13567;1.98
RR;2020-06-17;total_cases;18;2020-06-02;3850;2020-06-17;7150;1.86
RS;2020-06-17;total_cases;19;2020-06-01;9332;2020-06-17;17128;1.84
SC;2020-06-17;total_cases;23;2020-05-28;8000;2020-06-17;15015;1.88
SE;2020-06-17;total_cases;13;2020-06-07;9290;2020-06-17;16807;1.81
SP;2020-06-17;total_cases;22;2020-05-29;101556;2020-06-17;191517;1.89
TO;2020-06-17;total_cases;20;2020-05-31;4176;2020-06-17;7573;1.81
