location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-24;total_cases;59;2020-06-29;13146;2020-08-24;23729;1.81
AL;2020-08-24;total_cases;50;2020-07-08;42322;2020-08-24;76495;1.81
AM;2020-08-24;total_cases;66;2020-06-22;63731;2020-08-24;115792;1.82
AP;2020-08-24;total_cases;67;2020-06-21;21840;2020-08-24;41254;1.89
BA;2020-08-24;total_cases;37;2020-07-21;126844;2020-08-24;237208;1.87
CE;2020-08-24;total_cases;57;2020-07-01;113017;2020-08-24;205564;1.82
DF;2020-08-24;total_cases;39;2020-07-19;82412;2020-08-24;150519;1.83
ES;2020-08-24;total_cases;50;2020-07-08;58537;2020-08-24;106493;1.82
GO;2020-08-24;total_cases;28;2020-07-30;65269;2020-08-24;118569;1.82
MA;2020-08-24;total_cases;58;2020-06-30;80451;2020-08-24;144895;1.8
MG;2020-08-24;total_cases;34;2020-07-24;106812;2020-08-24;195920;1.83
MS;2020-08-24;total_cases;29;2020-07-29;23411;2020-08-24;43065;1.84
MT;2020-08-24;total_cases;31;2020-07-27;44838;2020-08-24;82532;1.84
PA;2020-08-24;total_cases;58;2020-06-30;103206;2020-08-24;189582;1.84
PB;2020-08-24;total_cases;51;2020-07-07;54802;2020-08-24;101303;1.85
PE;2020-08-24;total_cases;51;2020-07-07;66151;2020-08-24;119357;1.8
PI;2020-08-24;total_cases;38;2020-07-20;39606;2020-08-24;72165;1.82
PR;2020-08-24;total_cases;33;2020-07-25;65593;2020-08-24;119004;1.81
RJ;2020-08-24;total_cases;56;2020-07-02;116823;2020-08-24;211360;1.81
RN;2020-08-24;total_cases;56;2020-07-02;32897;2020-08-24;59649;1.81
RO;2020-08-24;total_cases;42;2020-07-16;28654;2020-08-24;51791;1.81
RR;2020-08-24;total_cases;44;2020-07-14;22968;2020-08-24;41770;1.82
RS;2020-08-24;total_cases;31;2020-07-27;60044;2020-08-24;109953;1.83
SC;2020-08-24;total_cases;30;2020-07-28;73771;2020-08-24;133533;1.81
SE;2020-08-24;total_cases;44;2020-07-14;39167;2020-08-24;70606;1.8
SP;2020-08-24;total_cases;38;2020-07-20;416434;2020-08-24;756480;1.82
TO;2020-08-24;total_cases;28;2020-07-30;24278;2020-08-24;44273;1.82
