"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-15,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-20,0,0,0,0,0
2020-02-21,0,0,0,0,0
2020-02-22,0,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-24,0,0,0,0,0
2020-02-25,0,0,0,0,1
2020-02-26,0,0,0,0,1
2020-02-27,0,0,0,0,1
2020-02-28,0,0,0,0,1
2020-02-29,0,0,0,0,2
2020-03-01,0,0,0,0,2
2020-03-02,0,0,0,0,0
2020-03-03,1,1,1,0,0
2020-03-04,1,1,1,0,3
2020-03-05,2,2,2,0,8
2020-03-06,2,3,4,0,13
2020-03-07,3,4,5,0,13
2020-03-08,5,6,7,0,25
2020-03-09,8,10,12,0,0
2020-03-10,13,16,19,0,34
2020-03-11,20,24,28,0,52
2020-03-12,31,38,45,1,77
2020-03-13,47,58,69,1,98
2020-03-14,74,90,106,2,121
2020-03-15,113,138,163,2,200
2020-03-16,171,209,247,4,234
2020-03-17,256,313,370,5,291
2020-03-18,376,460,544,8,428
2020-03-19,536,656,776,11,621
2020-03-20,738,903,1068,16,904
2020-03-21,973,1190,1407,21,1128
2020-03-22,1222,1495,1768,26,1546
2020-03-23,1462,1789,2116,31,1891
2020-03-24,1672,2046,2420,35,1967
2020-03-25,1843,2254,2665,39,NA
2020-03-26,1971,2411,2851,42,NA
2020-03-27,2063,2524,2985,44,NA
2020-03-28,2127,2602,3077,45,NA
2020-03-29,2170,2655,3140,46,NA
2020-03-30,2199,2690,3181,46,NA
2020-03-31,2217,2712,3207,47,NA
