"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,NA,0
2019-12-31,0,0,0,NA,0
2020-01-01,0,0,0,NA,0
2020-01-02,0,0,0,NA,0
2020-01-03,0,0,0,NA,0
2020-01-04,0,0,0,NA,0
2020-01-05,0,0,0,NA,0
2020-01-06,0,0,0,NA,0
2020-01-07,0,0,0,NA,0
2020-01-08,0,0,0,NA,0
2020-01-09,0,0,0,NA,0
2020-01-10,0,0,0,NA,0
2020-01-11,0,0,0,NA,0
2020-01-12,0,0,0,NA,0
2020-01-13,0,0,0,NA,0
2020-01-14,0,0,0,NA,0
2020-01-15,0,0,0,NA,0
2020-01-16,0,0,0,NA,0
2020-01-17,0,0,0,NA,0
2020-01-18,0,0,0,NA,0
2020-01-19,0,0,0,NA,0
2020-01-20,0,0,0,NA,0
2020-01-21,0,0,0,NA,0
2020-01-22,0,0,0,NA,0
2020-01-23,0,0,0,NA,0
2020-01-24,0,0,0,NA,0
2020-01-25,0,0,0,NA,0
2020-01-26,0,0,0,NA,0
2020-01-27,0,0,0,NA,0
2020-01-28,0,0,0,NA,0
2020-01-29,0,0,0,NA,0
2020-01-30,0,0,0,NA,0
2020-01-31,0,0,0,NA,0
2020-02-01,0,0,0,NA,0
2020-02-02,0,0,0,NA,0
2020-02-03,0,0,0,NA,0
2020-02-04,0,0,0,NA,0
2020-02-05,0,0,0,NA,0
2020-02-06,0,0,0,NA,0
2020-02-07,0,0,0,NA,0
2020-02-08,0,0,0,NA,0
2020-02-09,0,0,0,NA,0
2020-02-10,0,0,0,NA,0
2020-02-11,0,0,0,NA,0
2020-02-12,0,0,0,NA,0
2020-02-13,0,0,0,NA,0
2020-02-14,0,0,0,NA,0
2020-02-15,0,0,0,NA,0
2020-02-16,0,0,0,NA,0
2020-02-17,0,0,0,NA,0
2020-02-18,0,0,0,NA,0
2020-02-19,0,0,0,NA,0
2020-02-20,0,0,0,NA,0
2020-02-21,0,0,0,NA,0
2020-02-22,0,0,0,NA,0
2020-02-23,0,0,0,NA,0
2020-02-24,1,1,1,NA,0
2020-02-25,1,1,1,NA,0
2020-02-26,1,1,1,NA,0
2020-02-27,1,1,1,NA,0
2020-02-28,1,1,1,NA,0
2020-02-29,1,1,1,NA,0
2020-03-01,1,2,3,NA,0
2020-03-02,1,2,3,NA,1
2020-03-03,2,3,4,NA,0
2020-03-04,2,3,4,NA,0
2020-03-05,3,4,5,NA,0
2020-03-06,3,4,5,NA,0
2020-03-07,3,5,7,NA,1
2020-03-08,4,6,8,NA,0
2020-03-09,5,8,11,NA,0
2020-03-10,6,9,12,NA,0
2020-03-11,7,11,15,NA,0
2020-03-12,9,14,19,NA,0
2020-03-13,10,16,22,NA,0
2020-03-14,13,20,27,NA,1
2020-03-15,15,24,33,NA,15
2020-03-16,18,28,38,NA,16
2020-03-17,22,34,46,NA,35
2020-03-18,26,41,56,NA,52
2020-03-19,31,49,67,NA,56
2020-03-20,38,60,82,NA,69
2020-03-21,46,72,98,NA,84
2020-03-22,55,86,117,NA,99
2020-03-23,66,104,142,NA,112
2020-03-24,79,125,171,NA,127
2020-03-25,96,151,206,NA,153
2020-03-26,115,181,247,NA,172
2020-03-27,138,218,298,NA,212
2020-03-28,167,263,359,NA,NA
2020-03-29,201,316,431,NA,NA
2020-03-30,242,381,520,NA,NA
2020-03-31,291,458,625,NA,NA
2020-04-01,350,551,752,NA,NA
2020-04-02,422,664,906,NA,NA
2020-04-03,508,799,1090,NA,NA
