"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-14,0,0,0,0,1
2020-02-15,1,1,1,0,1
2020-02-16,1,1,1,0,1
2020-02-17,1,1,1,0,1
2020-02-18,1,1,1,0,1
2020-02-19,1,1,1,0,1
2020-02-20,1,1,1,0,1
2020-02-21,2,2,2,0,1
2020-02-22,2,2,2,0,1
2020-02-23,2,2,2,0,1
2020-02-24,2,3,4,0,1
2020-02-25,3,4,5,0,1
2020-02-26,3,4,5,0,1
2020-02-27,4,5,6,0,1
2020-02-28,5,6,7,0,1
2020-02-29,6,8,10,0,1
2020-03-01,7,9,11,0,2
2020-03-02,9,11,13,1,0
2020-03-03,10,13,16,1,0
2020-03-04,13,16,19,1,0
2020-03-05,15,19,23,1,3
2020-03-06,18,23,28,1,15
2020-03-07,22,28,34,1,0
2020-03-08,27,34,41,2,49
2020-03-09,32,40,48,2,55
2020-03-10,38,48,58,2,59
2020-03-11,46,58,70,3,60
2020-03-12,55,69,83,3,80
2020-03-13,65,82,99,4,93
2020-03-14,77,97,117,4,93
2020-03-15,91,115,139,5,110
2020-03-16,107,135,163,6,126
2020-03-17,125,158,191,7,166
2020-03-18,145,183,221,8,196
2020-03-19,168,212,256,10,210
2020-03-20,193,243,293,11,256
2020-03-21,219,276,333,13,285
2020-03-22,247,312,377,14,294
2020-03-23,277,349,421,16,327
2020-03-24,307,387,467,18,366
2020-03-25,337,425,513,20,456
2020-03-26,367,463,559,21,NA
2020-03-27,395,499,603,23,NA
2020-03-28,423,534,645,25,NA
2020-03-29,449,567,685,26,NA
2020-03-30,473,597,721,27,NA
2020-03-31,495,625,755,29,NA
2020-04-01,515,650,785,30,NA
