location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-05-24;total_cases;9;2020-05-18;2234;2020-05-24;4160;1.86
AL;2020-05-24;total_cases;12;2020-05-15;3212;2020-05-24;6214;1.93
AM;2020-05-24;total_cases;14;2020-05-13;15816;2020-05-24;29867;1.89
AP;2020-05-24;total_cases;13;2020-05-14;3428;2020-05-24;6353;1.85
BA;2020-05-24;total_cases;13;2020-05-14;6955;2020-05-24;13899;2
CE;2020-05-24;total_cases;14;2020-05-13;19156;2020-05-24;35595;1.86
DF;2020-05-24;total_cases;13;2020-05-14;3416;2020-05-24;6638;1.94
ES;2020-05-24;total_cases;14;2020-05-13;5401;2020-05-24;10007;1.85
GO;2020-05-24;total_cases;13;2020-05-13;1134;2020-05-24;2443;2.15
MA;2020-05-24;total_cases;11;2020-05-16;11592;2020-05-24;21191;1.83
MG;2020-05-24;total_cases;15;2020-05-12;3435;2020-05-24;6668;1.94
MT;2020-05-24;total_cases;12;2020-05-15;779;2020-05-24;1462;1.88
PA;2020-05-24;total_cases;11;2020-05-16;13184;2020-05-24;24125;1.83
PB;2020-05-24;total_cases;11;2020-05-16;4063;2020-05-24;7823;1.93
PE;2020-05-24;total_cases;14;2020-05-13;14901;2020-05-24;27759;1.86
PI;2020-05-24;total_cases;13;2020-05-14;1784;2020-05-24;3390;1.9
PR;2020-05-24;total_cases;19;2020-05-08;1711;2020-05-24;3212;1.88
RJ;2020-05-24;total_cases;12;2020-05-15;19987;2020-05-24;37912;1.9
RN;2020-05-24;total_cases;13;2020-05-14;2537;2020-05-24;4697;1.85
RO;2020-05-24;total_cases;13;2020-05-14;1686;2020-05-24;3201;1.9
RR;2020-05-24;total_cases;15;2020-05-12;1328;2020-05-24;2439;1.84
RS;2020-05-24;total_cases;12;2020-05-14;2997;2020-05-24;6470;2.16
SC;2020-05-24;total_cases;16;2020-05-11;3529;2020-05-24;6696;1.9
SE;2020-05-24;total_cases;12;2020-05-15;2868;2020-05-24;5314;1.85
SP;2020-05-24;total_cases;17;2020-05-10;45444;2020-05-24;82161;1.81
