"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","latitude","longitude"
"Uruguay",2019-12-30,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2019-12-31,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-01,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-02,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-03,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-04,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-05,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-06,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-07,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-08,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-09,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-10,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-11,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-12,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-13,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-14,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-15,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-16,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-17,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-18,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-19,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-20,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-21,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-22,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-23,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-24,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-25,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-26,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-27,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-28,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-29,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-30,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-01-31,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-01,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-02,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-03,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-04,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-05,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-06,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-07,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-08,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-09,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-10,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-11,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-12,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-13,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-14,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-15,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-16,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-17,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-18,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-19,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-20,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-21,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-22,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-23,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-24,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-25,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-26,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-27,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-28,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-02-29,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-01,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-02,0,0,0,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-03,1,1,1,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-04,1,1,1,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-05,1,1,1,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-06,1,2,3,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-07,1,2,3,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-08,2,3,4,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-09,3,4,5,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-10,4,6,8,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-11,6,8,10,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-12,8,11,14,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-13,11,15,19,0,0,"-32.522779","-55.765835"
"Uruguay",2020-03-14,14,20,26,0,6,"-32.522779","-55.765835"
"Uruguay",2020-03-15,19,27,35,0,8,"-32.522779","-55.765835"
"Uruguay",2020-03-16,26,36,46,0,29,"-32.522779","-55.765835"
"Uruguay",2020-03-17,34,48,62,0,50,"-32.522779","-55.765835"
"Uruguay",2020-03-18,44,62,80,0,79,"-32.522779","-55.765835"
"Uruguay",2020-03-19,57,80,103,0,94,"-32.522779","-55.765835"
"Uruguay",2020-03-20,72,101,130,0,110,"-32.522779","-55.765835"
"Uruguay",2020-03-21,90,125,160,0,135,"-32.522779","-55.765835"
"Uruguay",2020-03-22,108,150,192,0,158,"-32.522779","-55.765835"
"Uruguay",2020-03-23,126,176,226,1,162,"-32.522779","-55.765835"
"Uruguay",2020-03-24,144,200,256,1,189,"-32.522779","-55.765835"
"Uruguay",2020-03-25,160,223,286,1,217,"-32.522779","-55.765835"
"Uruguay",2020-03-26,174,243,312,1,238,"-32.522779","-55.765835"
"Uruguay",2020-03-27,186,259,332,1,238,"-32.522779","-55.765835"
"Uruguay",2020-03-28,196,273,350,1,304,"-32.522779","-55.765835"
"Uruguay",2020-03-29,204,284,364,1,NA,"-32.522779","-55.765835"
"Uruguay",2020-03-30,210,292,374,1,NA,"-32.522779","-55.765835"
"Uruguay",2020-03-31,214,298,382,1,NA,"-32.522779","-55.765835"
"Uruguay",2020-04-01,217,303,389,1,NA,"-32.522779","-55.765835"
"Uruguay",2020-04-02,220,306,392,1,NA,"-32.522779","-55.765835"
"Uruguay",2020-04-03,222,309,396,1,NA,"-32.522779","-55.765835"
"Uruguay",2020-04-04,223,311,399,1,NA,"-32.522779","-55.765835"
