location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-05-20;total_cases;8;2020-05-17;1437;2020-05-20;2817;1.96
AL;2020-05-20;total_cases;12;2020-05-15;2310;2020-05-20;4437;1.92
AM;2020-05-20;total_cases;11;2020-05-19;11051;2020-05-20;23704;2.14
AP;2020-05-20;total_cases;18;2020-05-15;2513;2020-05-20;4549;1.81
BA;2020-05-20;total_cases;7;2020-05-18;5326;2020-05-20;11197;2.1
CE;2020-05-20;total_cases;6;2020-05-19;583;2020-05-20;1072;1.84
DF;2020-05-20;total_cases;20;2020-05-11;2783;2020-05-20;5161;1.85
ES;2020-05-20;total_cases;58;2020-05-09;4412;2020-05-20;8092;1.83
GO;2020-05-20;total_cases;3;2020-05-19;968;2020-05-20;1978;2.04
MA;2020-05-20;total_cases;39;2020-05-11;8144;2020-05-20;15114;1.86
MG;2020-05-20;total_cases;46;2020-05-07;2770;2020-05-20;5286;1.91
MT;2020-05-20;total_cases;13;2020-05-11;541;2020-05-20;1054;1.95
PA;2020-05-20;total_cases;44;2020-05-13;9618;2020-05-20;18135;1.89
PB;2020-05-20;total_cases;23;2020-05-13;3045;2020-05-20;5838;1.92
PE;2020-05-20;total_cases;5;2020-05-19;10561;2020-05-20;22560;2.14
PI;2020-05-20;total_cases;4;2020-05-19;1327;2020-05-20;2637;1.99
PR;2020-05-20;total_cases;41;2020-05-01;1447;2020-05-20;2616;1.81
RJ;2020-05-20;total_cases;6;2020-05-19;14531;2020-05-20;30372;2.09
RN;2020-05-20;total_cases;27;2020-05-12;2033;2020-05-20;3796;1.87
RO;2020-05-20;total_cases;12;2020-05-15;1375;2020-05-20;2499;1.82
RR;2020-05-20;total_cases;16;2020-05-13;1135;2020-05-20;2067;1.82
RS;2020-05-20;total_cases;24;2020-05-11;2576;2020-05-20;4973;1.93
SC;2020-05-20;total_cases;54;2020-05-06;2917;2020-05-20;5499;1.89
SE;2020-05-20;total_cases;6;2020-05-18;2245;2020-05-20;4277;1.91
SP;2020-05-20;total_cases;8;2020-05-19;37640;2020-05-20;69859;1.86
TO;2020-05-20;total_cases;18;2020-05-13;932;2020-05-20;1809;1.94
