"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,1,1,1,0,0
2020-02-02,1,1,1,0,0
2020-02-03,1,1,1,0,0
2020-02-04,1,1,1,0,0
2020-02-05,1,1,1,0,0
2020-02-06,1,1,1,0,0
2020-02-07,1,1,1,0,0
2020-02-08,1,1,1,0,0
2020-02-09,2,2,2,0,0
2020-02-10,2,2,2,0,0
2020-02-11,2,2,2,0,0
2020-02-12,2,2,2,0,0
2020-02-13,2,3,4,0,0
2020-02-14,2,3,4,0,0
2020-02-15,3,4,5,0,0
2020-02-16,3,4,5,0,0
2020-02-17,4,5,6,0,0
2020-02-18,4,5,6,0,0
2020-02-19,5,6,7,0,0
2020-02-20,5,7,9,0,0
2020-02-21,6,8,10,0,0
2020-02-22,7,9,11,0,0
2020-02-23,9,11,13,0,0
2020-02-24,9,12,15,0,0
2020-02-25,11,14,17,0,0
2020-02-26,13,16,19,0,0
2020-02-27,15,19,23,0,0
2020-02-28,16,21,26,0,1
2020-02-29,19,24,29,0,1
2020-03-01,22,28,34,0,3
2020-03-02,25,32,39,0,6
2020-03-03,29,37,45,0,16
2020-03-04,33,42,51,0,26
2020-03-05,38,48,58,0,35
2020-03-06,43,55,67,0,43
2020-03-07,49,63,77,0,53
2020-03-08,56,72,88,0,55
2020-03-09,65,83,101,0,65
2020-03-10,74,95,116,0,70
2020-03-11,85,109,133,0,85
2020-03-12,97,124,151,0,117
2020-03-13,111,142,173,0,117
2020-03-14,128,163,198,0,138
2020-03-15,146,187,228,0,178
2020-03-16,168,214,260,0,199
2020-03-17,192,245,298,1,247
2020-03-18,220,281,342,1,250
2020-03-19,251,321,391,1,330
2020-03-20,288,368,448,1,409
2020-03-21,330,421,512,1,473
2020-03-22,378,483,588,1,568
2020-03-23,433,553,673,1,588
2020-03-24,496,633,770,1,648
2020-03-25,568,725,882,2,737
2020-03-26,650,830,1010,2,802
2020-03-27,745,951,1157,2,890
2020-03-28,853,1089,1325,2,NA
2020-03-29,977,1247,1517,3,NA
2020-03-30,1119,1429,1739,3,NA
2020-03-31,1282,1636,1990,4,NA
2020-04-01,1468,1874,2280,4,NA
2020-04-02,1681,2146,2611,5,NA
2020-04-03,1926,2458,2990,6,NA
