location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-29;total_deaths;68;2020-06-25;335;2020-08-29;608;1.81
AL;2020-08-29;total_deaths;64;2020-06-29;1032;2020-08-29;1870;1.81
AM;2020-08-29;total_deaths;95;2020-05-29;2011;2020-08-29;3634;1.81
AP;2020-08-29;total_deaths;72;2020-06-21;359;2020-08-29;659;1.84
BA;2020-08-29;total_deaths;42;2020-07-21;2936;2020-08-29;5302;1.81
CE;2020-08-29;total_deaths;83;2020-06-10;4480;2020-08-29;8382;1.87
DF;2020-08-29;total_deaths;39;2020-07-24;1244;2020-08-29;2250;1.81
ES;2020-08-29;total_deaths;61;2020-07-02;1728;2020-08-29;3129;1.81
GO;2020-08-29;total_deaths;30;2020-08-02;1697;2020-08-29;3060;1.8
MA;2020-08-29;total_deaths;68;2020-06-25;1871;2020-08-29;3424;1.83
MG;2020-08-29;total_deaths;28;2020-08-04;2894;2020-08-29;5270;1.82
MS;2020-08-29;total_deaths;26;2020-08-06;458;2020-08-29;840;1.83
MT;2020-08-29;total_deaths;39;2020-07-24;1501;2020-08-29;2706;1.8
PA;2020-08-29;total_deaths;90;2020-06-03;3193;2020-08-29;6109;1.91
PB;2020-08-29;total_deaths;49;2020-07-14;1342;2020-08-29;2420;1.8
PE;2020-08-29;total_deaths;73;2020-06-20;4148;2020-08-29;7547;1.82
PI;2020-08-29;total_deaths;49;2020-07-14;992;2020-08-29;1804;1.82
PR;2020-08-29;total_deaths;35;2020-07-28;1743;2020-08-29;3234;1.86
RJ;2020-08-29;total_deaths;72;2020-06-21;8875;2020-08-29;16016;1.8
RN;2020-08-29;total_deaths;58;2020-07-05;1213;2020-08-29;2242;1.85
RO;2020-08-29;total_deaths;52;2020-07-11;617;2020-08-29;1125;1.82
RR;2020-08-29;total_deaths;62;2020-07-01;314;2020-08-29;587;1.87
RS;2020-08-29;total_deaths;32;2020-07-31;1876;2020-08-29;3385;1.8
SC;2020-08-29;total_deaths;29;2020-08-03;1196;2020-08-29;2218;1.85
SE;2020-08-29;total_deaths;50;2020-07-13;1012;2020-08-29;1839;1.82
SP;2020-08-29;total_deaths;56;2020-07-07;16475;2020-08-29;29944;1.82
TO;2020-08-29;total_deaths;34;2020-07-29;364;2020-08-29;658;1.81
