location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-29;total_cases;44;2020-06-18;10664;2020-07-29;19366;1.82
AL;2020-07-29;total_cases;37;2020-06-25;32065;2020-07-29;58124;1.81
AM;2020-07-29;total_cases;51;2020-06-11;53989;2020-07-29;99093;1.84
AP;2020-07-29;total_cases;43;2020-06-19;19922;2020-07-29;35973;1.81
BA;2020-07-29;total_cases;27;2020-07-05;87048;2020-07-29;157334;1.81
CE;2020-07-29;total_cases;41;2020-06-21;92866;2020-07-29;169072;1.82
DF;2020-07-29;total_cases;28;2020-07-04;55760;2020-07-29;102342;1.84
ES;2020-07-29;total_cases;34;2020-06-28;43683;2020-07-29;80569;1.84
GO;2020-07-29;total_cases;22;2020-07-10;35138;2020-07-29;63658;1.81
MA;2020-07-29;total_cases;45;2020-06-17;64735;2020-07-29;117694;1.82
MG;2020-07-29;total_cases;24;2020-07-08;64035;2020-07-29;119394;1.86
MS;2020-07-29;total_cases;21;2020-07-11;12969;2020-07-29;23411;1.81
MT;2020-07-29;total_cases;22;2020-07-10;26396;2020-07-29;48317;1.83
PA;2020-07-29;total_cases;42;2020-06-20;82881;2020-07-29;151849;1.83
PB;2020-07-29;total_cases;35;2020-06-27;44242;2020-07-29;79898;1.81
PE;2020-07-29;total_cases;43;2020-06-19;49720;2020-07-29;91536;1.84
PI;2020-07-29;total_cases;26;2020-07-06;26511;2020-07-29;48962;1.85
PR;2020-07-29;total_cases;23;2020-07-09;37424;2020-07-29;70920;1.9
RJ;2020-07-29;total_cases;44;2020-06-18;87317;2020-07-29;161647;1.85
RN;2020-07-29;total_cases;33;2020-06-28;24456;2020-07-29;49051;2.01
RO;2020-07-29;total_cases;33;2020-06-29;20406;2020-07-29;37634;1.84
RR;2020-07-29;total_cases;30;2020-07-01;15153;2020-07-29;30996;2.05
RS;2020-07-29;total_cases;24;2020-07-08;35557;2020-07-29;64496;1.81
SC;2020-07-29;total_cases;21;2020-07-11;42026;2020-07-29;77001;1.83
SE;2020-07-29;total_cases;26;2020-07-06;30718;2020-07-29;56214;1.83
SP;2020-07-29;total_cases;32;2020-06-30;281380;2020-07-29;514197;1.83
TO;2020-07-29;total_cases;25;2020-07-07;13004;2020-07-29;23517;1.81
