"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Luxembourg",2019-12-30,0,0,0,0,0
"Luxembourg",2019-12-31,0,0,0,0,0
"Luxembourg",2020-01-01,0,0,0,0,0
"Luxembourg",2020-01-02,0,0,0,0,0
"Luxembourg",2020-01-03,0,0,0,0,0
"Luxembourg",2020-01-04,0,0,0,0,0
"Luxembourg",2020-01-05,0,0,0,0,0
"Luxembourg",2020-01-06,0,0,0,0,0
"Luxembourg",2020-01-07,0,0,0,0,0
"Luxembourg",2020-01-08,0,0,0,0,0
"Luxembourg",2020-01-09,0,0,0,0,0
"Luxembourg",2020-01-10,0,0,0,0,0
"Luxembourg",2020-01-11,0,0,0,0,0
"Luxembourg",2020-01-12,0,0,0,0,0
"Luxembourg",2020-01-13,0,0,0,0,0
"Luxembourg",2020-01-14,0,0,0,0,0
"Luxembourg",2020-01-15,0,0,0,0,0
"Luxembourg",2020-01-16,0,0,0,0,0
"Luxembourg",2020-01-17,0,0,0,0,0
"Luxembourg",2020-01-18,0,0,0,0,0
"Luxembourg",2020-01-19,0,0,0,0,0
"Luxembourg",2020-01-20,0,0,0,0,0
"Luxembourg",2020-01-21,0,0,0,0,0
"Luxembourg",2020-01-22,0,0,0,0,0
"Luxembourg",2020-01-23,0,0,0,0,0
"Luxembourg",2020-01-24,0,0,0,0,0
"Luxembourg",2020-01-25,0,0,0,0,0
"Luxembourg",2020-01-26,0,0,0,0,0
"Luxembourg",2020-01-27,0,0,0,0,0
"Luxembourg",2020-01-28,0,0,0,0,0
"Luxembourg",2020-01-29,0,0,0,0,0
"Luxembourg",2020-01-30,0,0,0,0,0
"Luxembourg",2020-01-31,0,0,0,0,0
"Luxembourg",2020-02-01,0,0,0,0,0
"Luxembourg",2020-02-02,0,0,0,0,0
"Luxembourg",2020-02-03,0,0,0,0,0
"Luxembourg",2020-02-04,0,0,0,0,0
"Luxembourg",2020-02-05,0,0,0,0,0
"Luxembourg",2020-02-06,0,0,0,0,0
"Luxembourg",2020-02-07,0,0,0,0,0
"Luxembourg",2020-02-08,0,0,0,0,0
"Luxembourg",2020-02-09,0,0,0,0,0
"Luxembourg",2020-02-10,0,0,0,0,0
"Luxembourg",2020-02-11,0,0,0,0,0
"Luxembourg",2020-02-12,0,0,0,0,0
"Luxembourg",2020-02-13,0,0,0,0,0
"Luxembourg",2020-02-14,0,0,0,0,0
"Luxembourg",2020-02-15,0,0,0,0,0
"Luxembourg",2020-02-16,0,0,0,0,0
"Luxembourg",2020-02-17,0,0,0,0,0
"Luxembourg",2020-02-18,0,0,0,0,0
"Luxembourg",2020-02-19,0,0,0,0,0
"Luxembourg",2020-02-20,0,0,0,0,0
"Luxembourg",2020-02-21,0,0,0,0,0
"Luxembourg",2020-02-22,0,0,0,0,0
"Luxembourg",2020-02-23,0,0,0,0,0
"Luxembourg",2020-02-24,0,0,0,0,0
"Luxembourg",2020-02-25,0,0,0,0,0
"Luxembourg",2020-02-26,0,0,0,0,0
"Luxembourg",2020-02-27,0,0,0,0,0
"Luxembourg",2020-02-28,0,0,0,0,0
"Luxembourg",2020-02-29,0,0,0,0,1
"Luxembourg",2020-03-01,1,1,1,0,1
"Luxembourg",2020-03-02,1,1,1,0,0
"Luxembourg",2020-03-03,1,1,1,0,0
"Luxembourg",2020-03-04,2,2,2,0,0
"Luxembourg",2020-03-05,3,3,3,0,0
"Luxembourg",2020-03-06,3,4,5,0,3
"Luxembourg",2020-03-07,4,5,6,0,0
"Luxembourg",2020-03-08,7,8,9,0,5
"Luxembourg",2020-03-09,9,11,13,0,0
"Luxembourg",2020-03-10,13,15,17,0,7
"Luxembourg",2020-03-11,19,22,25,0,7
"Luxembourg",2020-03-12,26,31,36,0,26
"Luxembourg",2020-03-13,38,45,52,0,38
"Luxembourg",2020-03-14,54,64,74,1,0
"Luxembourg",2020-03-15,76,90,104,1,77
"Luxembourg",2020-03-16,107,126,145,1,81
"Luxembourg",2020-03-17,149,176,203,2,140
"Luxembourg",2020-03-18,207,244,281,2,210
"Luxembourg",2020-03-19,282,332,382,3,345
"Luxembourg",2020-03-20,379,446,513,4,484
"Luxembourg",2020-03-21,497,586,675,6,670
"Luxembourg",2020-03-22,637,751,865,7,798
"Luxembourg",2020-03-23,793,934,1075,9,875
"Luxembourg",2020-03-24,956,1127,1298,11,1099
"Luxembourg",2020-03-25,1117,1316,1515,13,1333
"Luxembourg",2020-03-26,1265,1491,1717,15,1453
"Luxembourg",2020-03-27,1395,1644,1893,16,1605
"Luxembourg",2020-03-28,1503,1771,2039,17,1831
"Luxembourg",2020-03-29,1589,1872,2155,18,NA
"Luxembourg",2020-03-30,1655,1950,2245,19,NA
"Luxembourg",2020-03-31,1704,2008,2312,20,NA
"Luxembourg",2020-04-01,1741,2051,2361,20,NA
"Luxembourg",2020-04-02,1767,2082,2397,20,NA
"Luxembourg",2020-04-03,1786,2104,2422,21,NA
"Luxembourg",2020-04-04,1799,2120,2441,21,NA
