"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,1,1,1,0,0
2020-01-28,1,1,1,0,0
2020-01-29,1,1,1,0,0
2020-01-30,1,1,1,0,0
2020-01-31,1,1,1,0,0
2020-02-01,1,1,1,0,0
2020-02-02,1,1,1,0,0
2020-02-03,1,1,1,0,0
2020-02-04,1,2,3,0,0
2020-02-05,1,2,3,0,0
2020-02-06,1,2,3,0,0
2020-02-07,1,2,3,0,0
2020-02-08,2,3,4,0,0
2020-02-09,2,3,4,0,0
2020-02-10,2,3,4,0,0
2020-02-11,3,4,5,0,0
2020-02-12,3,4,5,0,0
2020-02-13,3,5,7,0,0
2020-02-14,4,6,8,0,0
2020-02-15,4,6,8,0,0
2020-02-16,5,7,9,0,0
2020-02-17,6,8,10,0,0
2020-02-18,6,9,12,0,0
2020-02-19,7,10,13,0,0
2020-02-20,8,12,16,0,0
2020-02-21,9,13,17,0,0
2020-02-22,10,15,20,0,0
2020-02-23,12,17,22,0,0
2020-02-24,14,20,26,1,0
2020-02-25,15,22,29,1,0
2020-02-26,17,25,33,1,1
2020-02-27,20,29,38,1,3
2020-02-28,23,33,43,1,4
2020-02-29,26,37,48,1,7
2020-03-01,29,42,55,1,7
2020-03-02,33,48,63,1,0
2020-03-03,37,54,71,1,0
2020-03-04,43,62,81,2,10
2020-03-05,48,70,92,2,32
2020-03-06,54,79,104,2,45
2020-03-07,62,90,118,2,66
2020-03-08,70,102,134,3,73
2020-03-09,80,116,152,3,84
2020-03-10,91,132,173,4,90
2020-03-11,103,150,197,4,99
2020-03-12,117,170,223,5,133
2020-03-13,133,193,253,5,190
2020-03-14,151,219,287,6,228
2020-03-15,172,249,326,7,331
2020-03-16,194,282,370,8,352
2020-03-17,221,320,419,9,387
2020-03-18,251,364,477,10,418
2020-03-19,285,413,541,11,464
2020-03-20,323,469,615,13,495
2020-03-21,367,532,697,14,530
2020-03-22,416,604,792,16,624
2020-03-23,473,686,899,18,695
2020-03-24,537,779,1021,21,743
2020-03-25,610,884,1158,24,821
2020-03-26,692,1004,1316,27,NA
2020-03-27,785,1139,1493,31,NA
2020-03-28,892,1293,1694,35,NA
2020-03-29,1012,1468,1924,39,NA
2020-03-30,1149,1667,2185,45,NA
2020-03-31,1305,1892,2479,51,NA
2020-04-01,1481,2148,2815,58,NA
