location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-05-21;total_cases;11;2020-05-13;1694;2020-05-21;3103;1.83
AL;2020-05-21;total_cases;12;2020-05-12;2580;2020-05-21;4916;1.91
AM;2020-05-21;total_cases;13;2020-05-11;12919;2020-05-21;25367;1.96
AP;2020-05-21;total_cases;13;2020-05-11;2671;2020-05-21;5188;1.94
BA;2020-05-21;total_cases;11;2020-05-13;6547;2020-05-21;11941;1.82
CE;2020-05-21;total_cases;14;2020-05-10;16692;2020-05-21;31413;1.88
DF;2020-05-21;total_cases;12;2020-05-12;2979;2020-05-21;5542;1.86
ES;2020-05-21;total_cases;13;2020-05-11;4819;2020-05-21;8878;1.84
GO;2020-05-21;total_cases;11;2020-05-13;1134;2020-05-21;2114;1.86
MA;2020-05-21;total_cases;12;2020-05-12;8526;2020-05-21;16058;1.88
MG;2020-05-21;total_cases;16;2020-05-08;2943;2020-05-21;5596;1.9
MT;2020-05-21;total_cases;12;2020-05-12;591;2020-05-21;1172;1.98
PA;2020-05-21;total_cases;10;2020-05-14;10867;2020-05-21;19756;1.82
PB;2020-05-21;total_cases;10;2020-05-14;3361;2020-05-21;6238;1.86
PE;2020-05-21;total_cases;14;2020-05-10;13275;2020-05-21;23911;1.8
PI;2020-05-21;total_cases;12;2020-05-12;1443;2020-05-21;2852;1.98
PR;2020-05-21;total_cases;21;2020-05-03;1514;2020-05-21;2810;1.86
RJ;2020-05-21;total_cases;14;2020-05-10;17062;2020-05-21;32089;1.88
RN;2020-05-21;total_cases;12;2020-05-12;2033;2020-05-21;4060;2
RO;2020-05-21;total_cases;12;2020-05-12;1460;2020-05-21;2659;1.82
RR;2020-05-21;total_cases;16;2020-05-08;1124;2020-05-21;2146;1.91
RS;2020-05-21;total_cases;10;2020-05-14;2997;2020-05-21;5473;1.83
SC;2020-05-21;total_cases;17;2020-05-07;3082;2020-05-21;5610;1.82
SE;2020-05-21;total_cases;10;2020-05-14;2494;2020-05-21;4734;1.9
SP;2020-05-21;total_cases;17;2020-05-07;39928;2020-05-21;73739;1.85
