"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-15,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-20,1,1,1,0,0
2020-02-21,1,1,1,0,0
2020-02-22,1,1,1,0,0
2020-02-23,1,1,1,0,0
2020-02-24,2,2,2,0,0
2020-02-25,2,2,2,0,0
2020-02-26,3,3,3,0,0
2020-02-27,4,4,4,0,0
2020-02-28,5,5,5,0,0
2020-02-29,6,6,6,0,0
2020-03-01,7,8,9,0,0
2020-03-02,9,10,11,0,2
2020-03-03,12,13,14,0,4
2020-03-04,16,17,18,0,5
2020-03-05,20,22,24,0,9
2020-03-06,26,28,30,1,13
2020-03-07,33,36,39,1,21
2020-03-08,43,47,51,1,30
2020-03-09,56,61,66,1,39
2020-03-10,73,79,85,2,41
2020-03-11,94,102,110,2,59
2020-03-12,122,132,142,3,78
2020-03-13,158,171,184,3,112
2020-03-14,203,220,237,4,169
2020-03-15,262,284,306,5,245
2020-03-16,337,366,395,7,331
2020-03-17,433,470,507,9,448
2020-03-18,555,603,651,12,642
2020-03-19,709,770,831,15,785
2020-03-20,904,981,1058,19,1020
2020-03-21,1145,1243,1341,24,1280
2020-03-22,1443,1566,1689,30,1600
2020-03-23,1805,1959,2113,38,2060
2020-03-24,2238,2429,2620,47,2362
2020-03-25,2747,2982,3217,58,2995
2020-03-26,3332,3617,3902,70,3544
2020-03-27,3987,4328,4669,84,4268
2020-03-28,4700,5102,5504,99,5170
2020-03-29,5452,5919,6386,114,NA
2020-03-30,6221,6753,7285,131,NA
2020-03-31,6981,7578,8175,147,NA
2020-04-01,7707,8366,9025,162,NA
2020-04-02,8380,9097,9814,176,NA
2020-04-03,8985,9754,10523,189,NA
2020-04-04,9515,10329,11143,200,NA
