location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-09;total_cases;18;2020-05-25;4501;2020-06-09;8457;1.88
AL;2020-06-09;total_cases;13;2020-05-30;9223;2020-06-09;17193;1.86
AM;2020-06-09;total_cases;21;2020-05-22;27038;2020-06-09;51234;1.89
AP;2020-06-09;total_cases;16;2020-05-27;7619;2020-06-09;13771;1.81
BA;2020-06-09;total_cases;14;2020-05-29;16917;2020-06-09;30481;1.8
CE;2020-06-09;total_cases;14;2020-05-28;37821;2020-06-09;69023;1.82
DF;2020-06-09;total_cases;12;2020-05-31;9780;2020-06-09;18090;1.85
ES;2020-06-09;total_cases;16;2020-05-27;11484;2020-06-09;21964;1.91
GO;2020-06-09;total_cases;12;2020-05-31;3726;2020-06-09;6936;1.86
MA;2020-06-09;total_cases;16;2020-05-27;27979;2020-06-09;52069;1.86
MG;2020-06-09;total_cases;15;2020-05-28;8686;2020-06-09;16102;1.85
MS;2020-06-09;total_cases;14;2020-05-28;1356;2020-06-08;2455;1.81
MT;2020-06-09;total_cases;13;2020-05-29;2262;2020-06-08;4243;1.88
PA;2020-06-09;total_cases;14;2020-05-27;31671;2020-06-09;60636;1.91
PB;2020-06-09;total_cases;14;2020-05-29;12011;2020-06-09;22452;1.87
PE;2020-06-09;total_cases;23;2020-05-20;22560;2020-06-09;41010;1.82
PI;2020-06-09;total_cases;15;2020-05-28;4503;2020-06-09;8359;1.86
PR;2020-06-09;total_cases;15;2020-05-28;4041;2020-06-09;7314;1.81
RJ;2020-06-09;total_cases;17;2020-05-26;40024;2020-06-09;72979;1.82
RN;2020-06-09;total_cases;13;2020-05-26;5630;2020-06-08;11027;1.96
RO;2020-06-09;total_cases;11;2020-05-31;4942;2020-06-09;9220;1.87
RR;2020-06-09;total_cases;12;2020-05-29;3299;2020-06-08;6056;1.84
RS;2020-06-09;total_cases;16;2020-05-27;7048;2020-06-09;12802;1.82
SC;2020-06-09;total_cases;19;2020-05-24;6696;2020-06-09;12192;1.82
SE;2020-06-09;total_cases;18;2020-05-24;5314;2020-06-08;9727;1.83
SP;2020-06-09;total_cases;19;2020-05-24;82161;2020-06-09;150138;1.83
TO;2020-06-09;total_cases;13;2020-05-28;3277;2020-06-08;6052;1.85
