location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-19;total_cases;23;2020-05-30;6072;2020-06-19;10987;1.81
AL;2020-06-19;total_cases;16;2020-06-05;13939;2020-06-19;26906;1.93
AM;2020-06-19;total_cases;26;2020-05-27;33508;2020-06-19;61683;1.84
AP;2020-06-19;total_cases;20;2020-06-02;10511;2020-06-19;19922;1.9
BA;2020-06-19;total_cases;18;2020-06-04;23463;2020-06-19;43922;1.87
CE;2020-06-19;total_cases;22;2020-05-31;48489;2020-06-19;90441;1.87
DF;2020-06-19;total_cases;14;2020-06-08;16948;2020-06-19;30902;1.82
ES;2020-06-19;total_cases;17;2020-06-05;18109;2020-06-19;33232;1.84
GO;2020-06-19;total_cases;8;2020-06-14;7960;2020-06-19;14540;1.83
MA;2020-06-19;total_cases;21;2020-06-01;36625;2020-06-19;68500;1.87
MG;2020-06-19;total_cases;17;2020-06-05;13995;2020-06-19;26052;1.86
MS;2020-06-19;total_cases;13;2020-06-08;2455;2020-06-18;4666;1.9
MT;2020-06-19;total_cases;12;2020-06-10;4762;2020-06-19;8725;1.83
PA;2020-06-19;total_cases;20;2020-06-02;43652;2020-06-19;82881;1.9
PB;2020-06-19;total_cases;17;2020-06-05;18579;2020-06-19;35093;1.89
PE;2020-06-19;total_cases;30;2020-05-23;26786;2020-06-19;49720;1.86
PI;2020-06-19;total_cases;15;2020-06-07;7621;2020-06-19;13813;1.81
PR;2020-06-19;total_cases;14;2020-06-08;7121;2020-06-19;12932;1.82
RJ;2020-06-19;total_cases;24;2020-05-29;47953;2020-06-19;93378;1.95
RN;2020-06-19;total_cases;19;2020-06-01;8233;2020-06-18;16039;1.95
RO;2020-06-19;total_cases;16;2020-06-06;7701;2020-06-19;14353;1.86
RR;2020-06-19;total_cases;18;2020-06-02;4143;2020-06-18;7650;1.85
RS;2020-06-19;total_cases;20;2020-06-02;9919;2020-06-19;18587;1.87
SC;2020-06-19;total_cases;22;2020-05-31;9037;2020-06-19;16332;1.81
SE;2020-06-19;total_cases;14;2020-06-08;9727;2020-06-19;17808;1.83
SP;2020-06-19;total_cases;21;2020-06-01;111296;2020-06-19;211658;1.9
TO;2020-06-19;total_cases;19;2020-06-01;4345;2020-06-18;7956;1.83
