"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,1,1,1,0,0
2020-02-01,1,1,1,0,0
2020-02-02,1,1,1,0,0
2020-02-03,1,1,1,0,0
2020-02-04,1,1,1,0,0
2020-02-05,1,1,1,0,0
2020-02-06,2,2,2,0,0
2020-02-07,2,2,2,0,0
2020-02-08,2,2,2,0,0
2020-02-09,2,3,4,0,0
2020-02-10,2,3,4,0,0
2020-02-11,3,4,5,0,0
2020-02-12,3,4,5,0,0
2020-02-13,4,5,6,0,0
2020-02-14,5,6,7,0,0
2020-02-15,5,7,9,0,0
2020-02-16,6,8,10,0,0
2020-02-17,8,10,12,0,0
2020-02-18,9,12,15,0,0
2020-02-19,11,14,17,0,0
2020-02-20,13,17,21,0,0
2020-02-21,15,20,25,0,0
2020-02-22,18,24,30,0,0
2020-02-23,21,28,35,0,0
2020-02-24,25,33,41,0,0
2020-02-25,30,40,50,0,2
2020-02-26,36,47,58,0,2
2020-02-27,42,56,70,0,5
2020-02-28,50,66,82,1,7
2020-02-29,60,79,98,1,10
2020-03-01,71,94,117,1,14
2020-03-02,84,111,138,1,18
2020-03-03,100,132,164,1,24
2020-03-04,119,157,195,1,29
2020-03-05,141,186,231,1,41
2020-03-06,167,221,275,2,74
2020-03-07,198,262,326,2,99
2020-03-08,235,311,387,2,102
2020-03-09,280,370,460,3,131
2020-03-10,332,439,546,3,182
2020-03-11,394,521,648,4,246
2020-03-12,468,619,770,5,361
2020-03-13,555,735,915,6,504
2020-03-14,659,872,1085,7,655
2020-03-15,783,1036,1289,8,860
2020-03-16,929,1230,1531,10,1016
2020-03-17,1103,1460,1817,11,1332
2020-03-18,1309,1733,2157,14,1646
2020-03-19,1555,2058,2561,16,2196
2020-03-20,1846,2443,3040,19,2649
2020-03-21,2192,2901,3610,23,3024
2020-03-22,2602,3444,4286,27,3631
2020-03-23,3090,4089,5088,32,4486
2020-03-24,3668,4855,6042,38,5282
2020-03-25,4356,5765,7174,45,5888
2020-03-26,5171,6844,8517,53,7029
2020-03-27,6140,8126,10112,63,7441
2020-03-28,7290,9648,12006,75,NA
2020-03-29,8655,11455,14255,89,NA
2020-03-30,10277,13601,16925,106,NA
2020-03-31,12201,16148,20095,126,NA
2020-04-01,14487,19173,23859,149,NA
2020-04-02,17200,22764,28328,177,NA
2020-04-03,20421,27027,33633,211,NA
