"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-15,1,1,1,0,0
2020-02-16,1,1,1,0,0
2020-02-17,1,1,1,0,0
2020-02-18,1,1,1,0,0
2020-02-19,1,1,1,0,0
2020-02-20,1,1,1,0,0
2020-02-21,1,1,1,0,0
2020-02-22,1,1,1,0,0
2020-02-23,1,2,3,0,0
2020-02-24,1,2,3,0,0
2020-02-25,1,2,3,0,0
2020-02-26,1,2,3,0,0
2020-02-27,2,3,4,0,0
2020-02-28,2,3,4,0,0
2020-02-29,3,4,5,0,0
2020-03-01,3,4,5,0,0
2020-03-02,3,5,7,0,0
2020-03-03,4,6,8,0,0
2020-03-04,5,7,9,0,0
2020-03-05,5,8,11,0,0
2020-03-06,6,9,12,0,0
2020-03-07,7,11,15,0,0
2020-03-08,8,12,16,0,2
2020-03-09,9,14,19,0,6
2020-03-10,10,16,22,1,10
2020-03-11,12,19,26,1,11
2020-03-12,14,22,30,1,23
2020-03-13,16,25,34,1,33
2020-03-14,19,29,39,1,38
2020-03-15,22,34,46,1,42
2020-03-16,25,39,53,1,51
2020-03-17,29,45,61,2,55
2020-03-18,34,52,70,2,59
2020-03-19,39,60,81,2,70
2020-03-20,45,70,95,2,70
2020-03-21,53,81,109,3,76
2020-03-22,60,93,126,3,89
2020-03-23,70,108,146,4,100
2020-03-24,81,125,169,4,123
2020-03-25,93,144,195,5,146
2020-03-26,108,167,226,6,NA
2020-03-27,125,193,261,7,NA
2020-03-28,145,223,301,8,NA
2020-03-29,167,258,349,9,NA
2020-03-30,193,298,403,10,NA
2020-03-31,223,344,465,12,NA
2020-04-01,258,398,538,14,NA
