location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-30;total_deaths;95;2020-06-30;365;2020-09-30;659;1.81
AL;2020-09-30;total_deaths;91;2020-07-04;1134;2020-09-30;2072;1.83
AM;2020-09-30;total_deaths;117;2020-06-08;2271;2020-09-30;4156;1.83
AP;2020-09-30;total_deaths;101;2020-06-24;387;2020-09-30;709;1.83
BA;2020-09-30;total_deaths;59;2020-08-05;3736;2020-09-30;6744;1.81
CE;2020-09-30;total_deaths;111;2020-06-14;4861;2020-09-30;8994;1.85
DF;2020-09-30;total_deaths;54;2020-08-10;1762;2020-09-30;3255;1.85
ES;2020-09-30;total_deaths;85;2020-07-10;1967;2020-09-30;3545;1.8
GO;2020-09-30;total_deaths;44;2020-08-20;2558;2020-09-30;4672;1.83
MA;2020-09-30;total_deaths;94;2020-07-01;2081;2020-09-30;3756;1.8
MG;2020-09-30;total_deaths;49;2020-08-15;4044;2020-09-30;7360;1.82
MS;2020-09-30;total_deaths;42;2020-08-22;722;2020-09-30;1303;1.8
MT;2020-09-30;total_deaths;62;2020-08-02;1886;2020-09-30;3406;1.81
PA;2020-09-30;total_deaths;119;2020-06-06;3612;2020-09-30;6573;1.82
PB;2020-09-30;total_deaths;74;2020-07-21;1558;2020-09-30;2824;1.81
PE;2020-09-30;total_deaths;100;2020-06-25;4488;2020-09-30;8251;1.84
PI;2020-09-30;total_deaths;73;2020-07-22;1158;2020-09-30;2127;1.84
PR;2020-09-30;total_deaths;53;2020-08-11;2445;2020-09-30;4485;1.83
RJ;2020-09-30;total_deaths;94;2020-07-01;10198;2020-09-30;18487;1.81
RN;2020-09-30;total_deaths;87;2020-07-08;1326;2020-09-30;2393;1.8
RO;2020-09-30;total_deaths;74;2020-07-21;727;2020-09-30;1357;1.87
RR;2020-09-30;total_deaths;92;2020-07-03;358;2020-09-30;648;1.81
RS;2020-09-30;total_deaths;49;2020-08-15;2647;2020-09-30;4782;1.81
SC;2020-09-30;total_deaths;54;2020-08-10;1541;2020-09-30;2797;1.82
SE;2020-09-30;total_deaths;76;2020-07-19;1125;2020-09-30;2036;1.81
SP;2020-09-30;total_deaths;75;2020-07-20;19788;2020-09-30;35622;1.8
TO;2020-09-30;total_deaths;47;2020-08-17;516;2020-09-30;939;1.82
