"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,1,1,1,0,0
2020-02-12,1,1,1,0,0
2020-02-13,1,1,1,0,0
2020-02-14,1,1,1,0,0
2020-02-15,1,1,1,0,0
2020-02-16,1,1,1,0,0
2020-02-17,1,1,1,0,0
2020-02-18,1,2,3,0,0
2020-02-19,1,2,3,0,0
2020-02-20,2,3,4,0,0
2020-02-21,2,3,4,0,0
2020-02-22,3,4,5,0,0
2020-02-23,3,4,5,0,0
2020-02-24,4,5,6,0,0
2020-02-25,4,6,8,0,0
2020-02-26,5,7,9,0,0
2020-02-27,7,9,11,0,0
2020-02-28,7,10,13,0,0
2020-02-29,9,12,15,0,0
2020-03-01,11,15,19,0,0
2020-03-02,12,17,22,0,0
2020-03-03,15,21,27,0,1
2020-03-04,18,25,32,0,0
2020-03-05,21,29,37,0,0
2020-03-06,26,35,44,0,5
2020-03-07,31,42,53,1,6
2020-03-08,37,50,63,1,11
2020-03-09,44,60,76,1,17
2020-03-10,52,71,90,1,22
2020-03-11,62,85,108,1,31
2020-03-12,74,101,128,1,49
2020-03-13,89,121,153,2,68
2020-03-14,106,144,182,2,104
2020-03-15,125,171,217,2,125
2020-03-16,150,204,258,3,177
2020-03-17,179,244,309,3,238
2020-03-18,213,291,369,4,287
2020-03-19,254,347,440,4,355
2020-03-20,303,413,523,5,425
2020-03-21,362,493,624,6,536
2020-03-22,431,588,745,7,634
2020-03-23,514,701,888,9,749
2020-03-24,613,836,1059,10,901
2020-03-25,731,997,1263,12,1051
2020-03-26,872,1189,1506,15,1221
2020-03-27,1040,1418,1796,18,1289
2020-03-28,1240,1691,2142,21,NA
2020-03-29,1479,2017,2555,25,NA
2020-03-30,1764,2406,3048,30,NA
2020-03-31,2104,2869,3634,36,NA
2020-04-01,2509,3421,4333,42,NA
2020-04-02,2992,4080,5168,51,NA
2020-04-03,3569,4866,6163,60,NA
