location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-05-22;total_cases;10;2020-05-15;1785;2020-05-22;3343;1.87
AL;2020-05-22;total_cases;12;2020-05-13;2761;2020-05-22;5302;1.92
AM;2020-05-22;total_cases;13;2020-05-12;14168;2020-05-22;27038;1.91
AP;2020-05-22;total_cases;12;2020-05-13;3005;2020-05-22;5655;1.88
BA;2020-05-22;total_cases;11;2020-05-14;6955;2020-05-22;12557;1.81
CE;2020-05-22;total_cases;12;2020-05-13;19156;2020-05-22;34573;1.8
DF;2020-05-22;total_cases;12;2020-05-13;3192;2020-05-22;5948;1.86
ES;2020-05-22;total_cases;13;2020-05-12;5087;2020-05-22;9520;1.87
GO;2020-05-22;total_cases;11;2020-05-13;1134;2020-05-22;2304;2.03
MA;2020-05-22;total_cases;12;2020-05-13;9112;2020-05-22;17212;1.89
MG;2020-05-22;total_cases;14;2020-05-11;3320;2020-05-22;5995;1.81
MT;2020-05-22;total_cases;12;2020-05-13;661;2020-05-22;1220;1.85
PA;2020-05-22;total_cases;11;2020-05-14;10867;2020-05-22;21469;1.98
PB;2020-05-22;total_cases;10;2020-05-15;3739;2020-05-22;6882;1.84
PE;2020-05-22;total_cases;13;2020-05-12;14309;2020-05-22;25760;1.8
PI;2020-05-22;total_cases;12;2020-05-13;1612;2020-05-22;3074;1.91
PR;2020-05-22;total_cases;19;2020-05-06;1627;2020-05-22;2939;1.81
RJ;2020-05-22;total_cases;13;2020-05-12;18486;2020-05-22;33589;1.82
RN;2020-05-22;total_cases;12;2020-05-12;2033;2020-05-22;4251;2.09
RO;2020-05-22;total_cases;13;2020-05-12;1460;2020-05-22;2774;1.9
RR;2020-05-22;total_cases;16;2020-05-09;1202;2020-05-22;2306;1.92
RS;2020-05-22;total_cases;11;2020-05-14;2997;2020-05-22;5918;1.97
SC;2020-05-22;total_cases;14;2020-05-11;3529;2020-05-22;6458;1.83
SE;2020-05-22;total_cases;11;2020-05-14;2494;2020-05-22;4922;1.97
SP;2020-05-22;total_cases;17;2020-05-08;41830;2020-05-22;76871;1.84
