"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,1,1,1,0,0
2020-02-14,1,1,1,0,0
2020-02-15,1,1,1,0,0
2020-02-16,1,1,1,0,0
2020-02-17,1,1,1,0,0
2020-02-18,1,2,3,0,0
2020-02-19,1,2,3,0,0
2020-02-20,1,2,3,0,0
2020-02-21,2,3,4,0,0
2020-02-22,2,3,4,0,0
2020-02-23,2,4,6,0,0
2020-02-24,3,5,7,0,0
2020-02-25,3,6,9,0,1
2020-02-26,4,8,12,0,1
2020-02-27,5,9,13,0,1
2020-02-28,7,12,17,0,1
2020-02-29,8,14,20,0,2
2020-03-01,10,18,26,0,2
2020-03-02,12,22,32,1,0
2020-03-03,14,26,38,1,0
2020-03-04,18,32,46,1,3
2020-03-05,22,40,58,1,8
2020-03-06,27,49,71,1,13
2020-03-07,33,60,87,1,13
2020-03-08,41,74,107,2,25
2020-03-09,50,90,130,2,0
2020-03-10,62,111,160,3,34
2020-03-11,76,136,196,3,52
2020-03-12,93,167,241,4,77
2020-03-13,114,205,296,5,98
2020-03-14,140,252,364,6,121
2020-03-15,172,309,446,7,200
2020-03-16,211,380,549,9,234
2020-03-17,259,466,673,11,291
2020-03-18,318,572,826,14,428
2020-03-19,391,702,1013,17,621
2020-03-20,480,862,1244,21,904
2020-03-21,589,1058,1527,26,1128
2020-03-22,723,1299,1875,32,1546
2020-03-23,887,1594,2301,39,1891
2020-03-24,1089,1957,2825,47,2201
2020-03-25,1337,2402,3467,58,2433
2020-03-26,1641,2949,4257,72,2598
2020-03-27,2014,3619,5224,88,NA
2020-03-28,2472,4442,6412,108,NA
2020-03-29,3034,5453,7872,132,NA
2020-03-30,3724,6693,9662,162,NA
2020-03-31,4571,8215,11859,199,NA
2020-04-01,5611,10084,14557,245,NA
2020-04-02,6887,12377,17867,300,NA
