"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-15,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-20,0,0,0,0,0
2020-02-21,0,0,0,0,0
2020-02-22,0,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-24,0,0,0,0,0
2020-02-25,0,0,0,0,0
2020-02-26,1,1,1,0,0
2020-02-27,1,1,1,0,0
2020-02-28,1,1,1,0,0
2020-02-29,1,1,1,0,0
2020-03-01,2,2,2,0,0
2020-03-02,2,2,2,0,1
2020-03-03,3,3,3,0,0
2020-03-04,3,4,5,0,0
2020-03-05,4,5,6,0,5
2020-03-06,6,7,8,0,0
2020-03-07,8,9,10,0,7
2020-03-08,10,12,14,0,11
2020-03-09,13,16,19,0,15
2020-03-10,18,21,24,0,20
2020-03-11,24,28,32,0,45
2020-03-12,31,37,43,0,62
2020-03-13,41,49,57,0,86
2020-03-14,55,65,75,0,86
2020-03-15,72,86,100,0,118
2020-03-16,94,112,130,0,133
2020-03-17,124,147,170,0,133
2020-03-18,161,191,221,1,171
2020-03-19,208,247,286,1,238
2020-03-20,265,315,365,1,274
2020-03-21,335,398,461,1,392
2020-03-22,418,496,574,1,511
2020-03-23,512,608,704,2,562
2020-03-24,616,732,848,2,767
2020-03-25,728,865,1002,2,900
2020-03-26,842,1000,1158,3,1012
2020-03-27,954,1133,1312,3,1104
2020-03-28,1060,1259,1458,3,NA
2020-03-29,1156,1373,1590,4,NA
2020-03-30,1240,1473,1706,4,NA
2020-03-31,1312,1558,1804,4,NA
2020-04-01,1370,1628,1886,4,NA
2020-04-02,1418,1685,1952,5,NA
2020-04-03,1457,1731,2005,5,NA
