location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-11;total_cases;19;2020-05-26;4781;2020-06-11;9091;1.9
AL;2020-06-11;total_cases;14;2020-05-31;10288;2020-06-11;19200;1.87
AM;2020-06-11;total_cases;21;2020-05-24;29867;2020-06-11;53989;1.81
AP;2020-06-11;total_cases;17;2020-05-28;8152;2020-06-11;15166;1.86
BA;2020-06-11;total_cases;14;2020-05-31;18392;2020-06-11;33891;1.84
CE;2020-06-11;total_cases;16;2020-05-29;38395;2020-06-11;73879;1.92
DF;2020-06-11;total_cases;12;2020-06-02;11256;2020-06-11;20507;1.82
ES;2020-06-11;total_cases;15;2020-05-30;13437;2020-06-11;24229;1.8
GO;2020-06-11;total_cases;13;2020-06-01;3906;2020-06-11;7657;1.96
MA;2020-06-11;total_cases;16;2020-05-29;30482;2020-06-11;55680;1.83
MG;2020-06-11;total_cases;15;2020-05-30;9630;2020-06-11;18448;1.92
MS;2020-06-11;total_cases;13;2020-06-01;1568;2020-06-11;2853;1.82
MT;2020-06-11;total_cases;12;2020-06-02;2709;2020-06-11;5092;1.88
PA;2020-06-11;total_cases;17;2020-05-28;33699;2020-06-11;64126;1.9
PB;2020-06-11;total_cases;13;2020-06-01;13695;2020-06-11;25370;1.85
PE;2020-06-11;total_cases;25;2020-05-20;22560;2020-06-11;42994;1.91
PI;2020-06-11;total_cases;15;2020-05-30;4745;2020-06-11;8823;1.86
PR;2020-06-11;total_cases;14;2020-05-31;4687;2020-06-11;8457;1.8
RJ;2020-06-11;total_cases;19;2020-05-26;40024;2020-06-11;75775;1.89
RN;2020-06-11;total_cases;15;2020-05-29;6463;2020-06-11;13234;2.05
RO;2020-06-11;total_cases;11;2020-06-03;5713;2020-06-11;10547;1.85
RR;2020-06-11;total_cases;14;2020-05-31;3474;2020-06-11;6594;1.9
RS;2020-06-11;total_cases;17;2020-05-27;7048;2020-06-11;14168;2.01
SC;2020-06-11;total_cases;19;2020-05-26;7016;2020-06-11;12953;1.85
SE;2020-06-11;total_cases;18;2020-05-27;5912;2020-06-11;11056;1.87
SP;2020-06-11;total_cases;18;2020-05-27;89483;2020-06-11;162520;1.82
TO;2020-06-11;total_cases;16;2020-05-29;3611;2020-06-11;6529;1.81
