location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-16;total_cases;23;2020-05-27;5251;2020-06-16;10003;1.9
AL;2020-06-16;total_cases;15;2020-06-04;13097;2020-06-16;23632;1.8
AM;2020-06-16;total_cases;24;2020-05-26;31949;2020-06-16;58018;1.82
AP;2020-06-16;total_cases;18;2020-06-01;9890;2020-06-16;18024;1.82
BA;2020-06-16;total_cases;17;2020-06-02;21430;2020-06-16;39206;1.83
CE;2020-06-16;total_cases;20;2020-05-29;38395;2020-06-16;81289;2.12
DF;2020-06-16;total_cases;15;2020-06-04;12923;2020-06-16;25380;1.96
ES;2020-06-16;total_cases;17;2020-06-02;15151;2020-06-16;28952;1.91
GO;2020-06-16;total_cases;11;2020-06-08;6124;2020-06-16;11264;1.84
MA;2020-06-16;total_cases;19;2020-05-31;34639;2020-06-16;62711;1.81
MG;2020-06-16;total_cases;16;2020-06-03;12010;2020-06-16;22024;1.83
MS;2020-06-16;total_cases;14;2020-06-05;1997;2020-06-16;3785;1.9
MT;2020-06-16;total_cases;14;2020-06-05;3481;2020-06-16;6388;1.84
PA;2020-06-16;total_cases;18;2020-06-01;38046;2020-06-16;71243;1.87
PB;2020-06-16;total_cases;16;2020-06-03;16018;2020-06-16;30128;1.88
PE;2020-06-16;total_cases;28;2020-05-22;25760;2020-06-16;46427;1.8
PI;2020-06-16;total_cases;16;2020-06-03;5828;2020-06-16;10881;1.87
PR;2020-06-16;total_cases;15;2020-06-04;5820;2020-06-16;10557;1.81
RJ;2020-06-16;total_cases;22;2020-05-28;44886;2020-06-16;83343;1.86
RN;2020-06-16;total_cases;17;2020-06-02;8233;2020-06-16;15212;1.85
RO;2020-06-16;total_cases;14;2020-06-05;6862;2020-06-16;13010;1.9
RR;2020-06-16;total_cases;17;2020-06-02;3850;2020-06-16;6935;1.8
RS;2020-06-16;total_cases;20;2020-05-29;8234;2020-06-16;16471;2
SC;2020-06-16;total_cases;22;2020-05-28;8000;2020-06-16;14402;1.8
SE;2020-06-16;total_cases;13;2020-06-06;8972;2020-06-16;16310;1.82
SP;2020-06-16;total_cases;21;2020-05-29;101556;2020-06-16;190285;1.87
TO;2020-06-16;total_cases;20;2020-05-30;3981;2020-06-16;7309;1.84
