location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-05-29;total_cases;11;2020-05-21;3103;2020-05-29;5841;1.88
AL;2020-05-29;total_cases;12;2020-05-20;4437;2020-05-29;8618;1.94
AM;2020-05-29;total_cases;14;2020-05-18;20913;2020-05-29;38909;1.86
AP;2020-05-29;total_cases;12;2020-05-20;4549;2020-05-29;8469;1.86
BA;2020-05-29;total_cases;14;2020-05-18;8581;2020-05-29;16917;1.97
CE;2020-05-29;total_cases;18;2020-05-14;21077;2020-05-29;38395;1.82
DF;2020-05-29;total_cases;14;2020-05-18;4619;2020-05-29;8722;1.89
ES;2020-05-29;total_cases;14;2020-05-18;7157;2020-05-29;12903;1.8
GO;2020-05-29;total_cases;14;2020-05-18;1749;2020-05-29;3319;1.9
MA;2020-05-29;total_cases;11;2020-05-21;16058;2020-05-29;30482;1.9
MG;2020-05-29;total_cases;13;2020-05-19;4977;2020-05-29;9232;1.85
MS;2020-05-29;total_cases;11;2020-05-21;746;2020-05-29;1356;1.82
MT;2020-05-29;total_cases;12;2020-05-20;1054;2020-05-29;2103;2
PA;2020-05-29;total_cases;11;2020-05-21;19756;2020-05-29;36486;1.85
PB;2020-05-29;total_cases;11;2020-05-21;6238;2020-05-29;12011;1.93
PE;2020-05-29;total_cases;17;2020-05-15;16209;2020-05-29;32255;1.99
PI;2020-05-29;total_cases;13;2020-05-19;2440;2020-05-29;4503;1.85
PR;2020-05-29;total_cases;15;2020-05-17;2286;2020-05-29;4236;1.85
RJ;2020-05-29;total_cases;14;2020-05-17;22238;2020-05-29;47953;2.16
RN;2020-05-29;total_cases;13;2020-05-19;3483;2020-05-29;6463;1.86
RO;2020-05-29;total_cases;12;2020-05-20;2499;2020-05-29;4502;1.8
RR;2020-05-29;total_cases;16;2020-05-16;1706;2020-05-29;3098;1.82
RS;2020-05-29;total_cases;12;2020-05-19;3750;2020-05-29;8234;2.2
SC;2020-05-29;total_cases;16;2020-05-16;4678;2020-05-29;8530;1.82
SE;2020-05-29;total_cases;14;2020-05-18;3566;2020-05-29;6462;1.81
SP;2020-05-29;total_cases;18;2020-05-14;54286;2020-05-29;101556;1.87
TO;2020-05-29;total_cases;11;2020-05-21;1976;2020-05-29;3611;1.83
