location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-03;total_deaths;72;2020-06-26;343;2020-09-03;622;1.81
AL;2020-09-03;total_deaths;68;2020-06-30;1052;2020-09-03;1910;1.82
AM;2020-09-03;total_deaths;96;2020-06-02;2102;2020-09-03;3828;1.82
AP;2020-09-03;total_deaths;77;2020-06-21;359;2020-09-03;669;1.86
BA;2020-09-03;total_deaths;45;2020-07-23;3044;2020-09-03;5549;1.82
CE;2020-09-03;total_deaths;87;2020-06-11;4663;2020-09-03;8493;1.82
DF;2020-09-03;total_deaths;38;2020-07-30;1444;2020-09-03;2641;1.83
ES;2020-09-03;total_deaths;64;2020-07-04;1781;2020-09-03;3221;1.81
GO;2020-09-03;total_deaths;32;2020-08-05;1830;2020-09-03;3345;1.83
MA;2020-09-03;total_deaths;72;2020-06-26;1906;2020-09-03;3478;1.82
MG;2020-09-03;total_deaths;33;2020-08-04;2894;2020-09-03;5591;1.93
MS;2020-09-03;total_deaths;29;2020-08-08;492;2020-09-03;914;1.86
MT;2020-09-03;total_deaths;42;2020-07-26;1580;2020-09-03;2845;1.8
PA;2020-09-03;total_deaths;94;2020-06-04;3416;2020-09-03;6215;1.82
PB;2020-09-03;total_deaths;53;2020-07-15;1383;2020-09-03;2501;1.81
PE;2020-09-03;total_deaths;78;2020-06-20;4148;2020-09-03;7619;1.84
PI;2020-09-03;total_deaths;53;2020-07-15;1019;2020-09-03;1855;1.82
PR;2020-09-03;total_deaths;38;2020-07-30;1861;2020-09-03;3449;1.85
RJ;2020-09-03;total_deaths;76;2020-06-22;8933;2020-09-03;16394;1.84
RN;2020-09-03;total_deaths;62;2020-07-06;1248;2020-09-03;2278;1.83
RO;2020-09-03;total_deaths;55;2020-07-13;647;2020-09-03;1165;1.8
RR;2020-09-03;total_deaths;67;2020-07-01;314;2020-09-03;596;1.9
RS;2020-09-03;total_deaths;35;2020-08-02;1974;2020-09-03;3590;1.82
SC;2020-09-03;total_deaths;32;2020-08-05;1306;2020-09-03;2352;1.8
SE;2020-09-03;total_deaths;54;2020-07-14;1033;2020-09-03;1877;1.82
SP;2020-09-03;total_deaths;59;2020-07-09;17118;2020-09-03;30905;1.81
TO;2020-09-03;total_deaths;35;2020-08-02;395;2020-09-03;712;1.8
