location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-08;total_cases;70;2020-07-03;14112;2020-09-08;25494;1.81
AL;2020-09-08;total_cases;62;2020-07-11;44633;2020-09-08;80866;1.81
AM;2020-09-08;total_cases;77;2020-06-26;68220;2020-09-08;124223;1.82
AP;2020-09-08;total_cases;81;2020-06-22;24682;2020-09-08;44999;1.82
BA;2020-09-08;total_cases;46;2020-07-27;149109;2020-09-08;272814;1.83
CE;2020-09-08;total_cases;67;2020-07-06;122477;2020-09-08;222577;1.82
DF;2020-09-08;total_cases;48;2020-07-25;94187;2020-09-08;171739;1.82
ES;2020-09-08;total_cases;60;2020-07-13;63879;2020-09-08;116578;1.82
GO;2020-09-08;total_cases;35;2020-08-07;82807;2020-09-08;149290;1.8
MA;2020-09-08;total_cases;70;2020-07-03;88214;2020-09-08;159163;1.8
MG;2020-09-08;total_cases;41;2020-08-01;129985;2020-09-08;236663;1.82
MS;2020-09-08;total_cases;35;2020-08-07;29988;2020-09-08;54363;1.81
MT;2020-09-08;total_cases;39;2020-08-03;54711;2020-09-08;99484;1.82
PA;2020-09-08;total_cases;67;2020-07-06;114535;2020-09-08;208560;1.82
PB;2020-09-08;total_cases;61;2020-07-12;60784;2020-09-08;109860;1.81
PE;2020-09-08;total_cases;59;2020-07-14;73576;2020-09-08;132590;1.8
PI;2020-09-08;total_cases;48;2020-07-25;45389;2020-09-08;82564;1.82
PR;2020-09-08;total_cases;40;2020-08-02;79605;2020-09-08;145257;1.82
RJ;2020-09-08;total_cases;63;2020-07-10;129443;2020-09-08;233373;1.8
RN;2020-09-08;total_cases;67;2020-07-06;34984;2020-09-08;63879;1.83
RO;2020-09-08;total_cases;52;2020-07-21;30642;2020-09-08;58559;1.91
RR;2020-09-08;total_cases;56;2020-07-17;25007;2020-09-08;45302;1.81
RS;2020-09-08;total_cases;35;2020-08-07;79026;2020-09-08;144502;1.83
SC;2020-09-08;total_cases;34;2020-08-08;104749;2020-09-08;190397;1.82
SE;2020-09-08;total_cases;58;2020-07-15;40139;2020-09-08;73971;1.84
SP;2020-09-08;total_cases;49;2020-07-24;463218;2020-09-08;858783;1.85
TO;2020-09-08;total_cases;34;2020-08-08;31103;2020-09-08;56223;1.81
