location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-09;total_cases;18;2020-05-25;4501;2020-06-09;8457;1.88
AL;2020-06-09;total_cases;13;2020-05-30;9223;2020-06-09;17193;1.86
AM;2020-06-09;total_cases;21;2020-05-22;27038;2020-06-09;51234;1.89
AP;2020-06-09;total_cases;16;2020-05-27;7619;2020-06-09;13771;1.81
BA;2020-06-09;total_cases;14;2020-05-29;16917;2020-06-09;30481;1.8
CE;2020-06-09;total_cases;15;2020-05-28;37821;2020-06-09;68384;1.81
DF;2020-06-09;total_cases;12;2020-05-31;9780;2020-06-09;18090;1.85
ES;2020-06-09;total_cases;16;2020-05-27;11484;2020-06-09;21964;1.91
GO;2020-06-09;total_cases;13;2020-05-30;3585;2020-06-09;6521;1.82
MA;2020-06-09;total_cases;15;2020-05-28;27979;2020-06-09;52069;1.86
MG;2020-06-09;total_cases;15;2020-05-28;8686;2020-06-09;16102;1.85
MS;2020-06-09;total_cases;14;2020-05-29;1356;2020-06-09;2455;1.81
MT;2020-06-09;total_cases;13;2020-05-30;2361;2020-06-09;4339;1.84
PA;2020-06-09;total_cases;16;2020-05-27;31033;2020-06-09;59148;1.91
PB;2020-06-09;total_cases;14;2020-05-29;12011;2020-06-09;22452;1.87
PE;2020-06-09;total_cases;23;2020-05-20;22560;2020-06-09;41010;1.82
PI;2020-06-09;total_cases;15;2020-05-28;4243;2020-06-09;7927;1.87
PR;2020-06-09;total_cases;15;2020-05-28;3984;2020-06-09;7314;1.84
RJ;2020-06-09;total_cases;17;2020-05-26;40024;2020-06-09;72979;1.82
RN;2020-06-09;total_cases;15;2020-05-28;5630;2020-06-09;11027;1.96
RO;2020-06-09;total_cases;12;2020-05-31;4942;2020-06-09;9220;1.87
RR;2020-06-09;total_cases;13;2020-05-30;3299;2020-06-09;6056;1.84
RS;2020-06-09;total_cases;16;2020-05-27;7048;2020-06-09;12802;1.82
SC;2020-06-09;total_cases;19;2020-05-24;6696;2020-06-09;12192;1.82
SE;2020-06-09;total_cases;18;2020-05-25;5448;2020-06-09;10126;1.86
SP;2020-06-09;total_cases;19;2020-05-24;82161;2020-06-09;150138;1.83
TO;2020-06-09;total_cases;15;2020-05-28;3277;2020-06-09;6052;1.85
