"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,0,0,0,0,0
2020-01-02,0,0,0,0,0
2020-01-03,0,0,0,0,0
2020-01-04,0,0,0,0,0
2020-01-05,0,0,0,0,0
2020-01-06,0,0,0,0,0
2020-01-07,0,0,0,0,0
2020-01-08,0,0,0,0,0
2020-01-09,0,0,0,0,0
2020-01-10,0,0,0,0,0
2020-01-11,0,0,0,0,0
2020-01-12,0,0,0,0,0
2020-01-13,0,0,0,0,0
2020-01-14,0,0,0,0,0
2020-01-15,0,0,0,0,0
2020-01-16,0,0,0,0,0
2020-01-17,0,0,0,0,0
2020-01-18,0,0,0,0,0
2020-01-19,0,0,0,0,0
2020-01-20,0,0,0,0,0
2020-01-21,0,0,0,0,0
2020-01-22,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-13,1,1,1,0,0
2020-02-14,1,1,1,0,0
2020-02-15,1,1,1,0,0
2020-02-16,1,1,1,0,0
2020-02-17,1,1,1,0,0
2020-02-18,2,2,2,0,0
2020-02-19,2,2,2,0,0
2020-02-20,2,2,2,0,0
2020-02-21,3,3,3,0,0
2020-02-22,3,3,3,0,0
2020-02-23,3,4,5,0,0
2020-02-24,4,5,6,0,0
2020-02-25,5,6,7,0,0
2020-02-26,7,8,9,0,1
2020-02-27,9,10,11,0,3
2020-02-28,10,12,14,0,4
2020-02-29,13,15,17,0,7
2020-03-01,15,18,21,1,7
2020-03-02,19,22,25,1,0
2020-03-03,23,27,31,1,0
2020-03-04,28,33,38,1,10
2020-03-05,35,41,47,1,32
2020-03-06,43,50,57,2,45
2020-03-07,52,61,70,2,66
2020-03-08,63,74,85,2,73
2020-03-09,77,90,103,3,84
2020-03-10,93,109,125,3,90
2020-03-11,112,131,150,4,99
2020-03-12,134,157,180,5,133
2020-03-13,160,187,214,6,190
2020-03-14,190,222,254,7,228
2020-03-15,224,262,300,8,331
2020-03-16,263,307,351,9,352
2020-03-17,304,355,406,11,387
2020-03-18,349,408,467,12,418
2020-03-19,398,465,532,14,464
2020-03-20,447,523,599,16,495
2020-03-21,499,583,667,18,530
2020-03-22,549,642,735,19,624
2020-03-23,599,700,801,21,695
2020-03-24,646,756,866,23,743
2020-03-25,691,808,925,24,821
2020-03-26,732,856,980,26,892
2020-03-27,769,899,1029,27,892
2020-03-28,801,937,1073,28,NA
2020-03-29,830,971,1112,29,NA
2020-03-30,855,1000,1145,30,NA
2020-03-31,877,1025,1173,31,NA
2020-04-01,895,1047,1199,32,NA
2020-04-02,911,1065,1219,32,NA
2020-04-03,924,1080,1236,33,NA
