"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,NA,0
2019-12-31,0,0,0,NA,0
2020-01-01,0,0,0,NA,0
2020-01-02,0,0,0,NA,0
2020-01-03,0,0,0,NA,0
2020-01-04,0,0,0,NA,0
2020-01-05,0,0,0,NA,0
2020-01-06,0,0,0,NA,0
2020-01-07,0,0,0,NA,0
2020-01-08,0,0,0,NA,0
2020-01-09,0,0,0,NA,0
2020-01-10,0,0,0,NA,0
2020-01-11,0,0,0,NA,0
2020-01-12,0,0,0,NA,0
2020-01-13,0,0,0,NA,0
2020-01-14,0,0,0,NA,0
2020-01-15,0,0,0,NA,0
2020-01-16,0,0,0,NA,0
2020-01-17,0,0,0,NA,0
2020-01-18,0,0,0,NA,0
2020-01-19,0,0,0,NA,0
2020-01-20,0,0,0,NA,0
2020-01-21,0,0,0,NA,0
2020-01-22,0,0,0,NA,0
2020-01-23,0,0,0,NA,0
2020-01-24,0,0,0,NA,0
2020-01-25,0,0,0,NA,0
2020-01-26,0,0,0,NA,0
2020-01-27,0,0,0,NA,1
2020-01-28,0,0,0,NA,1
2020-01-29,0,0,0,NA,1
2020-01-30,0,0,0,NA,1
2020-01-31,0,0,0,NA,1
2020-02-01,0,0,0,NA,1
2020-02-02,0,0,0,NA,1
2020-02-03,0,0,0,NA,1
2020-02-04,0,0,0,NA,1
2020-02-05,0,0,0,NA,1
2020-02-06,0,0,0,NA,1
2020-02-07,0,0,0,NA,1
2020-02-08,0,0,0,NA,1
2020-02-09,0,0,0,NA,1
2020-02-10,0,0,0,NA,1
2020-02-11,0,0,0,NA,1
2020-02-12,0,0,0,NA,1
2020-02-13,0,0,0,NA,1
2020-02-14,0,0,0,NA,1
2020-02-15,0,0,0,NA,1
2020-02-16,0,0,0,NA,1
2020-02-17,0,0,0,NA,1
2020-02-18,0,0,0,NA,1
2020-02-19,0,0,0,NA,1
2020-02-20,0,0,0,NA,1
2020-02-21,0,0,0,NA,1
2020-02-22,0,0,0,NA,1
2020-02-23,0,0,0,NA,1
2020-02-24,0,0,0,NA,1
2020-02-25,0,0,0,NA,1
2020-02-26,0,0,0,NA,1
2020-02-27,0,0,0,NA,1
2020-02-28,0,0,0,NA,1
2020-02-29,0,0,0,NA,1
2020-03-01,0,0,0,NA,1
2020-03-02,0,0,0,NA,0
2020-03-03,0,0,0,NA,0
2020-03-04,0,0,0,NA,0
2020-03-05,0,0,0,NA,0
2020-03-06,0,0,0,NA,0
2020-03-07,0,0,0,NA,2
2020-03-08,0,0,0,NA,0
2020-03-09,1,1,1,NA,0
2020-03-10,1,1,1,NA,0
2020-03-11,1,1,1,NA,3
2020-03-12,1,2,3,NA,5
2020-03-13,2,3,4,NA,0
2020-03-14,3,5,7,NA,7
2020-03-15,5,8,11,NA,12
2020-03-16,8,12,16,NA,24
2020-03-17,12,18,24,NA,24
2020-03-18,18,27,36,NA,24
2020-03-19,25,37,49,NA,24
2020-03-20,32,48,64,NA,47
2020-03-21,41,61,81,NA,51
2020-03-22,49,72,95,NA,86
2020-03-23,55,82,109,NA,87
2020-03-24,61,90,119,NA,91
2020-03-25,65,96,127,NA,96
2020-03-26,68,100,132,NA,98
2020-03-27,70,103,136,NA,99
2020-03-28,71,105,139,NA,NA
2020-03-29,72,106,140,NA,NA
2020-03-30,72,107,142,NA,NA
2020-03-31,72,107,142,NA,NA
2020-04-01,72,107,142,NA,NA
2020-04-02,73,108,143,NA,NA
2020-04-03,73,108,143,NA,NA
