"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","latitude","longitude","region"
"Afghanistan","2020-02-18",0,0,0,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-19",0,0,0,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-20",0,0,0,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-21",0,0,0,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-22",0,0,0,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-23",0,0,0,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-24",0,0,0,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-25",0,0,0,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-26",0,0,0,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-27",0,0,0,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-28",1,1,1,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-02-29",1,1,1,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-01",1,1,1,0,1,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-02",1,1,1,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-03",1,1,1,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-04",1,1,1,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-05",1,2,3,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-06",1,2,3,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-07",1,2,3,0,4,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-08",2,3,4,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-09",2,3,4,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-10",2,4,6,0,7,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-11",3,5,7,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-12",4,6,8,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-13",4,7,10,0,0,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-14",5,8,11,0,10,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-15",6,10,14,0,16,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-16",7,12,17,0,21,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-17",9,14,19,1,22,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-18",11,17,23,1,22,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-19",13,21,29,1,22,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-20",16,25,34,1,24,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-21",19,30,41,1,24,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-22",22,36,50,1,34,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-23",27,44,61,2,40,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-24",32,52,72,2,42,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-25",39,63,87,2,75,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-26",47,76,105,3,75,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-27",56,91,126,3,91,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-28",68,110,152,4,110,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-29",82,132,182,5,NA,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-30",99,159,219,6,NA,33.93911,67.709953,"Asia"
"Afghanistan","2020-03-31",118,191,264,7,NA,33.93911,67.709953,"Asia"
"Afghanistan","2020-04-01",143,230,317,8,NA,33.93911,67.709953,"Asia"
"Afghanistan","2020-04-02",171,276,381,10,NA,33.93911,67.709953,"Asia"
"Afghanistan","2020-04-03",206,332,458,12,NA,33.93911,67.709953,"Asia"
"Afghanistan","2020-04-04",247,399,551,15,NA,33.93911,67.709953,"Asia"
"Albania","2019-12-30",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2019-12-31",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-01",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-02",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-03",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-04",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-05",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-06",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-07",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-08",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-09",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-10",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-11",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-12",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-13",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-14",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-15",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-16",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-17",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-18",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-19",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-20",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-21",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-22",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-23",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-24",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-25",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-26",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-27",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-28",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-29",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-30",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-01-31",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-01",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-02",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-03",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-04",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-05",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-06",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-07",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-08",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-09",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-10",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-11",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-12",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-13",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-14",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-15",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-16",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-17",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-18",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-19",0,0,0,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-20",1,1,1,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-21",1,1,1,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-22",1,1,1,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-23",1,1,1,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-24",1,1,1,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-25",1,1,1,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-26",2,2,2,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-27",2,2,2,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-28",2,2,2,0,0,41.153332,20.168331,"Europe"
"Albania","2020-02-29",2,3,4,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-01",2,3,4,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-02",3,4,5,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-03",3,4,5,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-04",4,5,6,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-05",5,6,7,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-06",5,7,9,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-07",7,9,11,0,0,41.153332,20.168331,"Europe"
"Albania","2020-03-08",8,11,14,1,2,41.153332,20.168331,"Europe"
"Albania","2020-03-09",9,12,15,1,6,41.153332,20.168331,"Europe"
"Albania","2020-03-10",12,15,18,1,10,41.153332,20.168331,"Europe"
"Albania","2020-03-11",13,17,21,1,11,41.153332,20.168331,"Europe"
"Albania","2020-03-12",16,21,26,1,23,41.153332,20.168331,"Europe"
"Albania","2020-03-13",18,24,30,1,33,41.153332,20.168331,"Europe"
"Albania","2020-03-14",22,29,36,1,38,41.153332,20.168331,"Europe"
"Albania","2020-03-15",26,34,42,2,42,41.153332,20.168331,"Europe"
"Albania","2020-03-16",31,40,49,2,51,41.153332,20.168331,"Europe"
"Albania","2020-03-17",35,46,57,2,55,41.153332,20.168331,"Europe"
"Albania","2020-03-18",42,54,66,3,59,41.153332,20.168331,"Europe"
"Albania","2020-03-19",48,63,78,3,70,41.153332,20.168331,"Europe"
"Albania","2020-03-20",56,73,90,4,70,41.153332,20.168331,"Europe"
"Albania","2020-03-21",65,85,105,4,76,41.153332,20.168331,"Europe"
"Albania","2020-03-22",75,97,119,5,89,41.153332,20.168331,"Europe"
"Albania","2020-03-23",86,112,138,6,100,41.153332,20.168331,"Europe"
"Albania","2020-03-24",98,127,156,6,123,41.153332,20.168331,"Europe"
"Albania","2020-03-25",111,144,177,7,146,41.153332,20.168331,"Europe"
"Albania","2020-03-26",125,162,199,8,174,41.153332,20.168331,"Europe"
"Albania","2020-03-27",140,182,224,9,186,41.153332,20.168331,"Europe"
"Albania","2020-03-28",155,202,249,10,197,41.153332,20.168331,"Europe"
"Albania","2020-03-29",171,223,275,11,NA,41.153332,20.168331,"Europe"
"Albania","2020-03-30",188,244,300,12,NA,41.153332,20.168331,"Europe"
"Albania","2020-03-31",204,265,326,13,NA,41.153332,20.168331,"Europe"
"Albania","2020-04-01",219,285,351,14,NA,41.153332,20.168331,"Europe"
"Albania","2020-04-02",235,305,375,15,NA,41.153332,20.168331,"Europe"
"Albania","2020-04-03",250,325,400,16,NA,41.153332,20.168331,"Europe"
"Albania","2020-04-04",264,343,422,17,NA,41.153332,20.168331,"Europe"
"Algeria","2019-12-30",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2019-12-31",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-01",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-02",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-03",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-04",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-05",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-06",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-07",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-08",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-09",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-10",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-11",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-12",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-13",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-14",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-15",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-16",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-17",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-18",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-19",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-20",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-21",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-22",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-23",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-24",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-25",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-26",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-27",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-28",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-29",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-30",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-01-31",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-01",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-02",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-03",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-04",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-05",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-06",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-07",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-08",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-09",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-10",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-11",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-12",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-13",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-14",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-15",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-16",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-17",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-18",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-19",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-20",0,0,0,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-21",1,1,1,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-22",1,1,1,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-23",1,1,1,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-24",1,1,1,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-02-25",1,1,1,0,1,28.033886,1.659626,"Africa"
"Algeria","2020-02-26",1,1,1,0,1,28.033886,1.659626,"Africa"
"Algeria","2020-02-27",1,2,3,0,1,28.033886,1.659626,"Africa"
"Algeria","2020-02-28",1,2,3,0,1,28.033886,1.659626,"Africa"
"Algeria","2020-02-29",1,2,3,0,1,28.033886,1.659626,"Africa"
"Algeria","2020-03-01",2,3,4,0,3,28.033886,1.659626,"Africa"
"Algeria","2020-03-02",2,3,4,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-03-03",3,4,5,0,5,28.033886,1.659626,"Africa"
"Algeria","2020-03-04",3,5,7,0,12,28.033886,1.659626,"Africa"
"Algeria","2020-03-05",4,6,8,0,17,28.033886,1.659626,"Africa"
"Algeria","2020-03-06",5,7,9,0,0,28.033886,1.659626,"Africa"
"Algeria","2020-03-07",6,9,12,1,0,28.033886,1.659626,"Africa"
"Algeria","2020-03-08",7,10,13,1,20,28.033886,1.659626,"Africa"
"Algeria","2020-03-09",9,13,17,1,0,28.033886,1.659626,"Africa"
"Algeria","2020-03-10",10,15,20,1,0,28.033886,1.659626,"Africa"
"Algeria","2020-03-11",12,18,24,1,20,28.033886,1.659626,"Africa"
"Algeria","2020-03-12",15,22,29,1,24,28.033886,1.659626,"Africa"
"Algeria","2020-03-13",17,26,35,2,26,28.033886,1.659626,"Africa"
"Algeria","2020-03-14",21,32,43,2,37,28.033886,1.659626,"Africa"
"Algeria","2020-03-15",25,38,51,2,48,28.033886,1.659626,"Africa"
"Algeria","2020-03-16",31,46,61,3,60,28.033886,1.659626,"Africa"
"Algeria","2020-03-17",37,56,75,4,60,28.033886,1.659626,"Africa"
"Algeria","2020-03-18",45,67,89,4,73,28.033886,1.659626,"Africa"
"Algeria","2020-03-19",54,81,108,5,82,28.033886,1.659626,"Africa"
"Algeria","2020-03-20",65,97,129,6,94,28.033886,1.659626,"Africa"
"Algeria","2020-03-21",78,117,156,7,94,28.033886,1.659626,"Africa"
"Algeria","2020-03-22",94,141,188,9,102,28.033886,1.659626,"Africa"
"Algeria","2020-03-23",113,170,227,11,189,28.033886,1.659626,"Africa"
"Algeria","2020-03-24",136,205,274,13,231,28.033886,1.659626,"Africa"
"Algeria","2020-03-25",164,246,328,16,264,28.033886,1.659626,"Africa"
"Algeria","2020-03-26",198,297,396,19,305,28.033886,1.659626,"Africa"
"Algeria","2020-03-27",238,357,476,23,305,28.033886,1.659626,"Africa"
"Algeria","2020-03-28",286,430,574,27,454,28.033886,1.659626,"Africa"
"Algeria","2020-03-29",345,518,691,33,NA,28.033886,1.659626,"Africa"
"Algeria","2020-03-30",415,623,831,40,NA,28.033886,1.659626,"Africa"
"Algeria","2020-03-31",499,750,1001,48,NA,28.033886,1.659626,"Africa"
"Algeria","2020-04-01",600,902,1204,58,NA,28.033886,1.659626,"Africa"
"Algeria","2020-04-02",722,1085,1448,69,NA,28.033886,1.659626,"Africa"
"Algeria","2020-04-03",868,1304,1740,83,NA,28.033886,1.659626,"Africa"
"Algeria","2020-04-04",1043,1567,2091,100,NA,28.033886,1.659626,"Africa"
"Andorra","2019-12-30",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2019-12-31",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-01",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-02",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-03",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-04",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-05",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-06",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-07",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-08",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-09",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-10",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-11",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-12",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-13",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-14",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-15",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-16",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-17",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-18",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-19",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-20",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-21",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-22",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-23",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-24",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-25",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-26",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-27",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-28",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-29",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-30",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-01-31",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-01",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-02",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-03",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-04",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-05",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-06",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-07",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-08",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-09",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-10",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-11",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-12",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-13",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-14",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-15",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-16",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-17",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-18",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-19",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-20",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-21",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-22",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-23",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-24",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-25",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-26",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-27",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-28",0,0,0,0,0,42.506285,1.521801,"Europe"
"Andorra","2020-02-29",0,0,0,0,0,42.506285,1.521801,"Europe"
